Dia de Dt;Point Order;Polygon Id;Score;dia_mes_ano;Dt;State_City;Lat;Lng
15/05/2020;5;88819996d9fffff;44,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,748502704;-35,264228
15/05/2020;6;88819996d9fffff;44,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,753639729;-35,26329305
15/05/2020;1;88819996d7fffff;42,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,738331662;-35,25230084
15/05/2020;2;88819996d7fffff;42,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,734941354;-35,24832532
15/05/2020;3;88819996d7fffff;42,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,729804406;-35,24926029
15/05/2020;4;88819996d7fffff;42,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,728057668;-35,25417075
15/05/2020;5;88819996d7fffff;42,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,731447937;-35,25814635
15/05/2020;6;88819996d7fffff;42,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,736584983;-35,25721141
15/05/2020;1;88819996d5fffff;47,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,745215128;-35,24645535
15/05/2020;2;88819996d5fffff;47,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,741824781;-35,24247992
15/05/2020;3;88819996d5fffff;47,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,736687944;-35,24341492
15/05/2020;4;88819996d5fffff;47,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,734941354;-35,24832532
15/05/2020;5;88819996d5fffff;47,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,738331662;-35,25230084
15/05/2020;6;88819996d5fffff;47,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,743468599;-35,25136587
15/05/2020;1;88819996d3fffff;45,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,739975301;-35,26118712
15/05/2020;2;88819996d3fffff;45,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,736584983;-35,25721141
15/05/2020;3;88819996d3fffff;45,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,731447937;-35,25814635
15/05/2020;4;88819996d3fffff;45,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,729701109;-35,26305698
15/05/2020;5;88819996d3fffff;45,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,733091388;-35,26703277
15/05/2020;6;88819996d3fffff;45,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,738228534;-35,26609786
15/05/2020;1;88819996d1fffff;47,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,746858956;-35,25534149
15/05/2020;2;88819996d1fffff;47,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,743468599;-35,25136587
15/05/2020;3;88819996d1fffff;47,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,738331662;-35,25230084
15/05/2020;4;88819996d1fffff;47,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,736584983;-35,25721141
15/05/2020;5;88819996d1fffff;47,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,739975301;-35,26118712
15/05/2020;6;88819996d1fffff;47,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,745112337;-35,26025217
15/05/2020;1;88819996cdfffff;45,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,765863972;-35,22891906
15/05/2020;2;88819996cdfffff;45,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,762473507;-35,22494389
15/05/2020;3;88819996cdfffff;45,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,757337;-35,22587898
15/05/2020;4;88819996cdfffff;45,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,755590858;-35,23078921
15/05/2020;5;88819996cdfffff;45,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,758981284;-35,23476447
15/05/2020;6;88819996cdfffff;45,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,76411789;-35,23382941
15/05/2020;1;88819996cbfffff;45,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,760625488;-35,24365032
15/05/2020;2;88819996cbfffff;45,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,757235052;-35,23967487
15/05/2020;3;88819996cbfffff;45,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,752098336;-35,24060989
15/05/2020;4;88819996cbfffff;45,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,750351955;-35,24552035
15/05/2020;5;88819996cbfffff;45,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,753742351;-35,24949589
15/05/2020;6;88819996cbfffff;45,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,758879167;-35,24856089
15/05/2020;1;88819996c9fffff;38,60%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,767508364;-35,23780478
15/05/2020;2;88819996c9fffff;38,60%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,76411789;-35,23382941
15/05/2020;3;88819996c9fffff;38,60%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,758981284;-35,23476447
15/05/2020;4;88819996c9fffff;38,60%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,757235052;-35,23967487
15/05/2020;5;88819996c9fffff;38,60%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,760625488;-35,24365032
15/05/2020;6;88819996c9fffff;38,60%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,765762193;-35,24271529
15/05/2020;1;88819996c7fffff;37,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,750454241;-35,23172426
15/05/2020;2;88819996c7fffff;37,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,747063865;-35,22774911
15/05/2020;3;88819996c7fffff;37,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,741927236;-35,22868417
15/05/2020;4;88819996c7fffff;37,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,740180885;-35,23359434
15/05/2020;5;88819996c7fffff;37,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,743571222;-35,23756958
15/05/2020;6;88819996c7fffff;37,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,74870795;-35,23663455
15/05/2020;1;88819996c5fffff;43,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,757337;-35,22587898
15/05/2020;2;88819996c5fffff;43,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,753946585;-35,22190391
15/05/2020;3;88819996c5fffff;43,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,748810067;-35,222839
15/05/2020;4;88819996c5fffff;43,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,747063865;-35,22774911
15/05/2020;5;88819996c5fffff;43,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,750454241;-35,23172426
15/05/2020;6;88819996c5fffff;43,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,755590858;-35,23078921
15/05/2020;1;88819996c3fffff;45,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,752098336;-35,24060989
15/05/2020;2;88819996c3fffff;45,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,74870795;-35,23663455
15/05/2020;3;88819996c3fffff;45,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,743571222;-35,23756958
15/05/2020;4;88819996c3fffff;45,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,741824781;-35,24247992
15/05/2020;5;88819996c3fffff;45,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,745215128;-35,24645535
15/05/2020;6;88819996c3fffff;45,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,750351955;-35,24552035
15/05/2020;1;88819996c1fffff;42,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,758981284;-35,23476447
15/05/2020;2;88819996c1fffff;42,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,755590858;-35,23078921
15/05/2020;3;88819996c1fffff;42,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,750454241;-35,23172426
15/05/2020;4;88819996c1fffff;42,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,74870795;-35,23663455
15/05/2020;5;88819996c1fffff;42,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,752098336;-35,24060989
15/05/2020;6;88819996c1fffff;42,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,757235052;-35,23967487
15/05/2020;1;88819d2eb7fffff;48,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,870133853;-35,23289944
15/05/2020;2;88819d2eb7fffff;48,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,866742804;-35,2289236
15/05/2020;3;88819d2eb7fffff;48,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,861606858;-35,22985881
15/05/2020;4;88819d2eb7fffff;48,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,859861861;-35,23476982
15/05/2020;5;88819d2eb7fffff;48,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,863252872;-35,23874574
15/05/2020;6;88819d2eb7fffff;48,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,868388917;-35,23781057
15/05/2020;1;88819d2eb5fffff;48,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,87701457;-35,22705316
15/05/2020;2;88819d2eb5fffff;48,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,873623483;-35,2230774
15/05/2020;3;88819d2eb5fffff;48,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,86848765;-35,22401264
15/05/2020;4;88819d2eb5fffff;48,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,866742804;-35,2289236
15/05/2020;5;88819d2eb5fffff;48,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,870133853;-35,23289944
15/05/2020;6;88819d2eb5fffff;48,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,875269786;-35,23196423
15/05/2020;1;88819d2cebfffff;47,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,856668324;-35,20320019
15/05/2020;2;88819d2cebfffff;47,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,853277349;-35,19922506
15/05/2020;3;88819d2cebfffff;47,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,848141686;-35,20016035
15/05/2020;4;88819d2cebfffff;47,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,846396899;-35,20507074
15/05/2020;5;88819d2cebfffff;47,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,849787837;-35,20904596
15/05/2020;6;88819d2cebfffff;47,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,854923599;-35,2081107
15/05/2020;1;88819d2ce9fffff;50,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,863548548;-35,19735445
15/05/2020;2;88819d2ce9fffff;50,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,860157533;-35,19337941
15/05/2020;3;88819d2ce9fffff;50,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,855021984;-35,19431472
15/05/2020;4;88819d2ce9fffff;50,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,853277349;-35,19922506
15/05/2020;5;88819d2ce9fffff;50,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,856668324;-35,20320019
15/05/2020;6;88819d2ce9fffff;50,00%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,861803974;-35,2022649
15/05/2020;1;88819d2ce3fffff;60,60%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,848141686;-35,20016035
15/05/2020;2;88819d2ce3fffff;60,60%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,844750757;-35,19618533
15/05/2020;3;88819d2ce3fffff;60,60%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,839615081;-35,19712061
15/05/2020;4;88819d2ce3fffff;60,60%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,837870234;-35,20203089
15/05/2020;5;88819d2ce3fffff;60,60%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,841261124;-35,206006
15/05/2020;6;88819d2ce3fffff;60,60%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,846396899;-35,20507074
15/05/2020;1;88819d2cddfffff;31,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,861606858;-35,22985881
15/05/2020;2;88819d2cddfffff;31,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,858215855;-35,22588308
15/05/2020;3;88819d2cddfffff;31,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,853079895;-35,22681829
15/05/2020;4;88819d2cddfffff;31,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,851334838;-35,23172919
15/05/2020;5;88819d2cddfffff;31,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,854725802;-35,235705
15/05/2020;6;88819d2cddfffff;31,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,859861861;-35,23476982
15/05/2020;1;88819d2cdbfffff;44,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,856371627;-35,24459208
15/05/2020;2;88819d2cdbfffff;44,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,852980654;-35,24061608
15/05/2020;3;88819d2cdbfffff;44,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,847844482;-35,24155123
15/05/2020;4;88819d2cdbfffff;44,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,846099184;-35,24646236
15/05/2020;5;88819d2cdbfffff;44,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,849490118;-35,25043845
15/05/2020;6;88819d2cdbfffff;44,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,854626389;-35,24950332
15/05/2020;1;88819d2cd9fffff;50,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,863252872;-35,23874574
15/05/2020;2;88819d2cd9fffff;50,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,859861861;-35,23476982
15/05/2020;3;88819d2cd9fffff;50,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,854725802;-35,235705
15/05/2020;4;88819d2cd9fffff;50,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,852980654;-35,24061608
15/05/2020;5;88819d2cd9fffff;50,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,856371627;-35,24459208
15/05/2020;6;88819d2cd9fffff;50,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,861507785;-35,24365693
15/05/2020;1;88819d2cd7fffff;44,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,846198765;-35,23266437
15/05/2020;2;88819d2cd7fffff;44,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,842807848;-35,22868867
15/05/2020;3;88819d2cd7fffff;44,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,837671761;-35,22962385
15/05/2020;4;88819d2cd7fffff;44,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,835926492;-35,2345347
15/05/2020;5;88819d2cd7fffff;44,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,839317371;-35,23851048
15/05/2020;6;88819d2cd7fffff;44,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,844453556;-35,23757533
15/05/2020;1;88819d2cd3fffff;41,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,847844482;-35,24155123
15/05/2020;2;88819d2cd3fffff;41,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,844453556;-35,23757533
15/05/2020;3;88819d2cd3fffff;41,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,839317371;-35,23851048
15/05/2020;4;88819d2cd3fffff;41,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,837572012;-35,2434215
15/05/2020;5;88819d2cd3fffff;41,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,840962899;-35,24739748
15/05/2020;6;88819d2cd3fffff;41,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,846099184;-35,24646236
15/05/2020;1;88819d2cd1fffff;40,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,854725802;-35,235705
15/05/2020;2;88819d2cd1fffff;40,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,851334838;-35,23172919
15/05/2020;3;88819d2cd1fffff;40,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,846198765;-35,23266437
15/05/2020;4;88819d2cd1fffff;40,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,844453556;-35,23757533
15/05/2020;5;88819d2cd1fffff;40,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,847844482;-35,24155123
15/05/2020;6;88819d2cd1fffff;40,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,852980654;-35,24061608
15/05/2020;1;88819d2ccdfffff;40,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,873721702;-35,20928022
15/05/2020;2;88819d2ccdfffff;40,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,870330632;-35,20530486
15/05/2020;3;88819d2ccdfffff;40,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,865194997;-35,20624015
15/05/2020;4;88819d2ccdfffff;40,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,863450332;-35,21115077
15/05/2020;5;88819d2ccdfffff;40,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,866841364;-35,21512621
15/05/2020;6;88819d2ccdfffff;40,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,871977099;-35,21419095
15/05/2020;1;88819d2ccbfffff;41,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,86848765;-35,22401264
15/05/2020;2;88819d2ccbfffff;41,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,865096609;-35,220037
15/05/2020;3;88819d2ccbfffff;41,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,859960762;-35,22097223
15/05/2020;4;88819d2ccbfffff;41,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,858215855;-35,22588308
15/05/2020;5;88819d2ccbfffff;41,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,861606858;-35,22985881
15/05/2020;6;88819d2ccbfffff;41,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,866742804;-35,2289236
15/05/2020;1;88819d2cc9fffff;44,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,875368177;-35,2181665
15/05/2020;2;88819d2cc9fffff;44,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,871977099;-35,21419095
15/05/2020;3;88819d2cc9fffff;44,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,866841364;-35,21512621
15/05/2020;4;88819d2cc9fffff;44,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,865096609;-35,220037
15/05/2020;5;88819d2cc9fffff;44,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,86848765;-35,22401264
15/05/2020;6;88819d2cc9fffff;44,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,873623483;-35,2230774
15/05/2020;1;88819d2cc7fffff;50,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,858314584;-35,21208603
15/05/2020;2;88819d2cc7fffff;50,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,854923599;-35,2081107
15/05/2020;3;88819d2cc7fffff;50,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,849787837;-35,20904596
15/05/2020;4;88819d2cc7fffff;50,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,84804296;-35,21395652
15/05/2020;5;88819d2cc7fffff;50,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,851433907;-35,21793194
15/05/2020;6;88819d2cc7fffff;50,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,856569768;-35,21699671
15/05/2020;1;88819d2cc5fffff;47,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,865194997;-35,20624015
15/05/2020;2;88819d2cc5fffff;47,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,861803974;-35,2022649
15/05/2020;3;88819d2cc5fffff;47,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,856668324;-35,20320019
15/05/2020;4;88819d2cc5fffff;47,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,854923599;-35,2081107
15/05/2020;5;88819d2cc5fffff;47,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,858314584;-35,21208603
15/05/2020;6;88819d2cc5fffff;47,20%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,863450332;-35,21115077
15/05/2020;1;88819d2cc3fffff;62,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,859960762;-35,22097223
15/05/2020;2;88819d2cc3fffff;62,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,856569768;-35,21699671
15/05/2020;3;88819d2cc3fffff;62,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,851433907;-35,21793194
15/05/2020;4;88819d2cc3fffff;62,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,84968894;-35,22284267
15/05/2020;5;88819d2cc3fffff;62,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,853079895;-35,22681829
15/05/2020;6;88819d2cc3fffff;62,10%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,858215855;-35,22588308
15/05/2020;1;88819d2cc1fffff;41,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,866841364;-35,21512621
15/05/2020;2;88819d2cc1fffff;41,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,863450332;-35,21115077
15/05/2020;3;88819d2cc1fffff;41,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,858314584;-35,21208603
15/05/2020;4;88819d2cc1fffff;41,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,856569768;-35,21699671
15/05/2020;5;88819d2cc1fffff;41,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,859960762;-35,22097223
15/05/2020;6;88819d2cc1fffff;41,40%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,865096609;-35,220037
15/05/2020;1;88819d2cbdfffff;46,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,825853545;-35,20881172
15/05/2020;2;88819d2cbdfffff;46,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,822462742;-35,20483664
15/05/2020;3;88819d2cbdfffff;46,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,817326828;-35,20577187
15/05/2020;4;88819d2cbdfffff;46,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,815581618;-35,21068215
15/05/2020;5;88819d2cbdfffff;46,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,818972383;-35,21465732
15/05/2020;6;88819d2cbdfffff;46,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,824108396;-35,21372212
15/05/2020;1;88819d2cbbfffff;45,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,820617857;-35,22354313
15/05/2020;2;88819d2cbbfffff;45,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,817227083;-35,21956777
15/05/2020;3;88819d2cbbfffff;45,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,812090957;-35,22050294
15/05/2020;4;88819d2cbbfffff;45,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,810345507;-35,22541345
15/05/2020;5;88819d2cbbfffff;45,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,813736242;-35,2293889
15/05/2020;6;88819d2cbbfffff;45,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,818872467;-35,22845376
15/05/2020;1;88819d2cb9fffff;41,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,827499209;-35,21769739
15/05/2020;2;88819d2cb9fffff;41,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,824108396;-35,21372212
15/05/2020;3;88819d2cb9fffff;41,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,818972383;-35,21465732
15/05/2020;4;88819d2cb9fffff;41,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,817227083;-35,21956777
15/05/2020;5;88819d2cb9fffff;41,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,820617857;-35,22354313
15/05/2020;6;88819d2cb9fffff;41,90%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,82575397;-35,22260796
15/05/2020;1;88819d2cb7fffff;41,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,810445591;-35,21161735
15/05/2020;2;88819d2cb7fffff;41,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,807054875;-35,2076423
15/05/2020;3;88819d2cb7fffff;41,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,801918836;-35,2085775
15/05/2020;4;88819d2cb7fffff;41,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,800173415;-35,21348772
15/05/2020;5;88819d2cb7fffff;41,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,803564093;-35,21746286
15/05/2020;6;88819d2cb7fffff;41,80%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,808700231;-35,21652769
15/05/2020;1;88819d2cb5fffff;44,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,817326828;-35,20577187
15/05/2020;2;88819d2cb5fffff;44,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,813936072;-35,2017969
15/05/2020;3;88819d2cb5fffff;44,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,808800145;-35,20273213
15/05/2020;4;88819d2cb5fffff;44,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,807054875;-35,2076423
15/05/2020;5;88819d2cb5fffff;44,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,810445591;-35,21161735
15/05/2020;6;88819d2cb5fffff;44,70%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,815581618;-35,21068215
15/05/2020;1;88819d2cb3fffff;41,50%;15/05/2020;15/05/2020;Rio Grande do Norte - Natal;-5,812090957;-35,22050294
