;COD_BAIRRO;BAIRRO;MODO;PICO;P001;P002;P003;P004;P005;R001;S001;S002;S003;TMISA;TMISB;TMISM;TMIST;CMASA120;CMASA15;CMASA30;CMASA45;CMASA60;CMASA90;CMASB120;CMASB15;CMASB30;CMASB45;CMASB60;CMASB90;CMASM120;CMASM15;CMASM30;CMASM45;CMASM60;CMASM90;CMAST120;CMAST15;CMAST30;CMAST45;CMAST60;CMAST90
30;240810205028;Igapó;bicicleta;1.0;70651.0;29126.0;40422.0;74.0;1020.0;522.7742424242423;14.0;12.0;11.0;492.08299999999986;338.13289999999995;361.2332;327.24949999999995;0.0;4.400000000000002;8.420100000000009;8.79780000000001;8.79780000000001;0.0;0.0;7.117200000000002;15.841200000000004;19.265899999999995;20.60419999999999;0.0;0.0;4.783299999999999;9.378999999999998;11.014400000000006;11.604300000000007;0.0;0.0;5.190900000000003;11.48640000000001;13.759400000000019;14.621700000000025;0.0
31;240810205028;Igapó;caminhada;1.0;70651.0;29126.0;40422.0;74.0;1020.0;522.7742424242423;14.0;12.0;11.0;1275.4502;799.4996999999997;855.5663999999997;756.8996999999998;0.0;0.666;2.5992000000000006;4.511100000000002;7.021300000000007;0.0;0.0;1.1807000000000003;4.1484;7.393500000000001;10.574599999999998;0.0;0.0;0.8152;2.9236;4.946299999999999;6.922199999999999;0.0;0.0;0.8891000000000002;3.080599999999999;5.4101;7.786699999999997;0.0
32;240810205029;Nossa Senhora da Apresentação;bicicleta;1.0;76558.0;27980.0;47710.0;57.0;805.0;286.3435294117647;7.0;6.0;5.0;616.8166000000001;534.6165000000001;495.33299999999997;464.8329999999999;0.0;5.043400000000006;11.130700000000015;11.330500000000013;11.330500000000013;0.0;0.0;6.064000000000003;20.54250000000003;24.574199999999966;26.359499999999965;0.0;0.0;4.047999999999999;12.572599999999996;14.100000000000021;14.905900000000013;0.0;0.0;4.690700000000004;14.957500000000023;17.568000000000023;18.717200000000023;0.0
33;240810205029;Nossa Senhora da Apresentação;caminhada;1.0;76558.0;27980.0;47710.0;57.0;805.0;286.3435294117647;7.0;6.0;5.0;1656.7832999999994;1381.3835999999997;1254.3666999999994;1159.2833999999996;0.0;0.666;2.554300000000004;5.2435000000000045;8.199100000000005;0.0;0.0;0.5838000000000003;2.2339000000000016;6.138800000000003;11.298000000000014;0.0;0.0;0.3819999999999997;1.5758000000000023;4.117500000000001;7.310599999999996;0.0;0.0;0.4429999999999994;1.8131999999999997;4.786200000000004;8.560200000000007;0.0
34;240810205031;Potengi;bicicleta;1.0;36652.0;15658.0;20578.0;34.0;378.0;464.5833333333334;3.0;3.0;2.0;417.7833999999999;242.2165;240.38309999999998;209.0498;0.0;1.1997;3.510200000000002;3.6878000000000024;3.6878000000000024;0.0;0.0;2.7125999999999997;7.360800000000003;8.381399999999998;8.402599999999998;0.0;0.0;1.5818999999999999;4.417800000000001;4.783000000000001;4.790800000000001;0.0;0.0;2.0540000000000003;5.315299999999997;5.9993;6.013;0.0
35;240810205031;Potengi;caminhada;1.0;36652.0;15658.0;20578.0;34.0;378.0;464.5833333333334;3.0;3.0;2.0;1110.3833;622.4166999999998;616.3500999999998;522.3666999999998;0.0;0.0444;0.333;1.1994;1.8447999999999998;0.0;0.0;0.2976999999999999;1.3512;2.723;4.6698;0.0;0.0;0.1245;0.6677;1.6206;2.7520000000000002;0.0;0.0;0.20489999999999997;0.9716999999999999;2.0814000000000004;3.4174000000000007;0.0
36;240810205004;Ribeira;bicicleta;1.0;22.0;16.0;6.0;0.0;0.0;1738.7;1.0;0.0;1.0;6.566599999999999;11.85;6.566599999999999;6.566599999999999;0.0;0.6445000000000001;1.2222;1.4667;1.6;0.0;0.0;0.25529999999999997;0.7021;0.9360999999999999;1.0958;0.0;0.0;0.4651;0.9922;1.2635999999999998;1.4031;0.0;0.0;0.4246;0.9247000000000001;1.1985999999999999;1.3356;0.0
37;240810205004;Ribeira;caminhada;1.0;22.0;16.0;6.0;0.0;0.0;1738.7;1.0;0.0;1.0;11.6666;30.55;11.6666;11.6666;0.0;0.08889999999999999;0.4223;0.6889000000000001;1.0;0.0;0.0;0.0106;0.1596;0.2872;0.48930000000000007;0.0;0.0;0.031100000000000003;0.2636;0.5271;0.7674;0.0;0.0;0.0342;0.24659999999999999;0.47950000000000004;0.7055;0.0
38;240810205009;Cidade Alta;bicicleta;1.0;11155.0;5363.0;5615.0;18.0;96.0;858.2375000000001;4.0;1.0;4.0;91.3831;87.9167;77.08319999999999;77.08319999999999;0.0;6.8222;10.6223;12.200499999999998;13.110800000000005;0.0;0.0;3.064;6.7446;8.244800000000001;9.648900000000001;0.0;0.0;4.984299999999999;9.2714;10.690199999999999;11.953299999999999;0.0;0.0;4.6097;8.629900000000001;10.171100000000003;11.328700000000001;0.0
39;240810205009;Cidade Alta;caminhada;1.0;11155.0;5363.0;5615.0;18.0;96.0;858.2375000000001;4.0;1.0;4.0;195.66650000000004;203.00029999999998;164.86690000000002;164.86690000000002;0.0;0.7555;4.2;7.7556;9.2003;0.0;0.0;0.29789999999999994;1.7872;3.4787;4.851100000000001;0.0;0.0;0.5428000000000001;3.1472999999999995;5.6277;7.2094;0.0;0.0;0.486;2.863;5.212500000000001;6.719299999999999;0.0
