date,city,last_available_confirmed,Gini_Index_2010,access_to_water_and_basic_sanitatio_per_cent,MHDI_income,MHDI_education,aging_rate,extremely_poor_per_cent
2020-05-10,São José De Mipibu,26,0.55,15.34,0.599,0.508,7.23,17.32
2020-05-10,São Miguel,15,0.53,18.57,0.574,0.518,9.32,19.87
2020-05-10,São Miguel Do Gostoso,1,0.51,24.42,0.5579999999999999,0.46799999999999997,6.76,21.71
2020-05-10,São Paulo Do Potengi,2,0.48,16.61,0.584,0.555,9.52,15.32
2020-05-10,São Pedro,1,0.52,37.17,0.574,0.449,10.25,18.48
2020-05-10,São Rafael,9,0.52,10.82,0.588,0.493,11.75,17.98
2020-05-10,São Tomé,3,0.49,34.01,0.565,0.461,11.67,20.2
2020-05-10,São Vicente,1,0.52,6.27,0.606,0.556,10.45,14.02
2020-05-10,Senador Elói De Souza,1,0.5,20.16,0.523,0.504,8.73,27.17
2020-05-10,Senador Georgino Avelino,1,0.43,17.97,0.5429999999999999,0.455,6.4,11.63
2020-05-10,Serra De São Bento,1,0.53,32.29,0.551,0.48200000000000004,9.89,26.18
2020-05-10,Serra Do Mel,1,0.5,44.92,0.574,0.521,6.79,16.04
2020-05-10,Serra Negra Do Norte,2,0.42,8.31,0.578,0.46799999999999997,8.83,10.43
2020-05-10,Taboleiro Grande,2,0.48,31.48,0.57,0.507,7.42,15.6
2020-05-10,Taipu,1,0.45,32.17,0.544,0.435,7.65,16.2
2020-05-10,Tenente Ananias,3,0.46,12.6,0.57,0.46799999999999997,9.43,16.07
2020-05-10,Tibau,5,0.55,13.02,0.627,0.53,6.67,10.19
2020-05-10,Touros,5,0.52,20.05,0.562,0.466,6.84,21.48
2020-05-10,Upanema,1,0.54,26.63,0.542,0.516,7.89,31.82
2020-05-09,Acari,2,0.49,2.06,0.633,0.634,9.88,5.18
2020-05-09,Açu,55,0.53,10.49,0.6409999999999999,0.568,6.99,7.68
2020-05-09,Afonso Bezerra,1,0.53,18.03,0.56,0.502,9.22,21.79
2020-05-09,Alexandria,5,0.53,10.68,0.581,0.491,11.07,21.46
2020-05-09,Alto Do Rodrigues,4,0.47,3.79,0.647,0.585,6.32,7.74
2020-05-09,Apodi,37,0.55,10.18,0.611,0.5710000000000001,8.1,13.98
2020-05-09,Areia Branca,36,0.48,7.72,0.647,0.621,7.94,6.17
2020-05-09,Arês,1,0.53,9.2,0.5870000000000001,0.523,7.13,16.86
2020-05-09,Baía Formosa,1,0.47,2.47,0.59,0.534,6.12,11.09
2020-05-09,Baraúna,7,0.42,20.92,0.562,0.446,5.52,12.08
2020-05-09,Barcelona,1,0.5,19.66,0.564,0.442,11.87,20.03
2020-05-09,Bento Fernandes,2,0.47,30.26,0.542,0.494,7.9,22.61
2020-05-09,Bom Jesus,1,0.54,16.68,0.583,0.46,9.3,20.26
2020-05-09,Brejinho,1,0.49,9.32,0.585,0.49200000000000005,8.46,11.95
2020-05-09,Caicó,3,0.56,1.75,0.703,0.619,8.82,3.69
2020-05-09,Campo Redondo,2,0.56,35.01,0.5539999999999999,0.584,11.02,28.19
2020-05-09,Canguaretama,28,0.49,17.39,0.557,0.486,6.21,18.11
2020-05-09,Caraúbas,6,0.54,23.35,0.594,0.556,9.89,20.91
2020-05-09,Carnaúba Dos Dantas,1,0.41,10.97,0.624,0.5770000000000001,8.71,4.55
2020-05-09,Carnaubais,1,0.52,28.7,0.583,0.47600000000000003,7.64,16.41
2020-05-09,Ceará Mirim,15,0.51,9.69,0.599,0.505,6.96,12.12
2020-05-09,Cerro Corá,1,0.54,31.01,0.573,0.518,9.89,25.88
2020-05-09,Coronel João Pessoa,1,0.5,8.18,0.5489999999999999,0.47100000000000003,9.24,23.05
2020-05-09,Currais Novos,6,0.58,5.49,0.6729999999999999,0.617,9.59,7.7
2020-05-09,Encanto,11,0.47,23.8,0.589,0.536,9.83,13.74
2020-05-09,Extremoz,31,0.54,7.35,0.64,0.555,6.32,9.19
2020-05-09,Felipe Guerra,6,0.48,23.18,0.5820000000000001,0.575,9.75,15.92
2020-05-09,Fernando Pedroza,1,0.55,19.44,0.565,0.519,10.2,25.87
2020-05-09,Goianinha,2,0.55,4.18,0.619,0.537,6.11,14.03
2020-05-09,Grossos,3,0.49,11.59,0.633,0.585,7.58,8.2
2020-05-09,Guamaré,10,0.51,32.09,0.632,0.505,5.38,8.72
2020-05-09,Ipanguaçu,11,0.48,8.4,0.568,0.518,6.5,15.18
2020-05-09,Itajá,4,0.42,4.32,0.586,0.539,5.35,8.5
2020-05-09,Jaçanã,3,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-05-09,Januário Cicco,1,0.53,31.19,0.511,0.48100000000000004,8.8,32.12
2020-05-09,João Câmara,3,0.56,22.19,0.6,0.484,7.77,15.56
2020-05-09,Lagoa De Pedras,1,0.52,25.57,0.529,0.436,8.9,28.71
2020-05-09,Lagoa Salgada,1,0.54,17.35,0.551,0.46399999999999997,8.2,25.72
2020-05-09,Lajes,1,0.49,21.29,0.578,0.557,9.85,14.48
2020-05-09,Lajes Pintadas,4,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-05-09,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-05-09,Macaíba,26,0.5,15.19,0.613,0.545,6.76,8.6
2020-05-09,Macau,1,0.5,6.11,0.65,0.5720000000000001,7.86,7.58
2020-05-09,Maxaranguape,1,0.52,7.09,0.5820000000000001,0.506,6.18,13.59
2020-05-09,Montanhas,2,0.53,12.67,0.5529999999999999,0.447,9.73,26.0
2020-05-09,Monte Alegre,8,0.52,9.08,0.578,0.507,8.03,15.17
2020-05-09,Mossoró,296,0.52,4.16,0.6940000000000001,0.6629999999999999,6.33,3.72
2020-05-09,Natal,872,0.61,0.98,0.768,0.6940000000000001,7.02,2.92
2020-05-09,Nísia Floresta,8,0.53,8.47,0.601,0.518,6.21,14.57
2020-05-09,Nova Cruz,4,0.52,20.42,0.589,0.537,8.82,18.69
2020-05-09,Ouro Branco,1,0.43,4.2,0.61,0.5579999999999999,11.79,6.7
2020-05-09,Paraú,2,0.46,25.31,0.5820000000000001,0.522,10.6,13.79
2020-05-09,Parazinho,1,0.52,36.06,0.5429999999999999,0.424,8.19,23.2
2020-05-09,Parelhas,1,0.45,4.15,0.625,0.617,9.65,5.72
2020-05-09,Parnamirim,174,0.55,0.73,0.75,0.726,4.67,2.68
2020-05-09,Passa E Fica,1,0.51,15.25,0.565,0.516,9.68,19.59
2020-05-09,Pau Dos Ferros,9,0.54,1.65,0.6659999999999999,0.584,8.49,6.13
2020-05-09,Pedra Grande,2,0.48,45.08,0.526,0.43,6.59,24.72
2020-05-09,Pedro Velho,1,0.51,14.72,0.562,0.442,9.08,19.74
2020-05-09,Pendências,4,0.55,3.17,0.633,0.526,8.22,10.67
2020-05-09,Pilões,2,0.47,4.27,0.5660000000000001,0.527,9.7,18.18
2020-05-09,Poço Branco,1,0.56,21.7,0.562,0.47100000000000003,7.38,24.91
2020-05-09,Portalegre,2,0.52,35.11,0.581,0.547,10.64,21.33
2020-05-09,Porto Do Mangue,1,0.55,40.29,0.5579999999999999,0.504,5.87,24.12
2020-05-09,Riacho Da Cruz,1,0.47,14.16,0.545,0.48700000000000004,9.61,19.81
2020-05-09,Riachuelo,1,0.54,12.72,0.561,0.48100000000000004,8.45,21.63
2020-05-09,Santa Cruz,12,0.52,9.9,0.597,0.564,8.27,15.6
2020-05-09,Santa Maria,2,0.45,38.57,0.5539999999999999,0.47700000000000004,8.19,15.45
2020-05-09,Santana Do Matos,1,0.55,17.29,0.5589999999999999,0.48200000000000004,10.62,27.13
2020-05-09,Santo Antônio,11,0.57,20.88,0.595,0.512,8.98,20.39
2020-05-09,São Gonçalo Do Amarante,68,0.44,5.01,0.619,0.564,5.28,6.05
2020-05-09,São José De Mipibu,26,0.55,15.34,0.599,0.508,7.23,17.32
2020-05-09,São Miguel,15,0.53,18.57,0.574,0.518,9.32,19.87
2020-05-09,São Miguel Do Gostoso,1,0.51,24.42,0.5579999999999999,0.46799999999999997,6.76,21.71
2020-05-09,São Paulo Do Potengi,2,0.48,16.61,0.584,0.555,9.52,15.32
2020-05-09,São Pedro,1,0.52,37.17,0.574,0.449,10.25,18.48
2020-05-09,São Rafael,9,0.52,10.82,0.588,0.493,11.75,17.98
2020-05-09,São Tomé,3,0.49,34.01,0.565,0.461,11.67,20.2
2020-05-09,São Vicente,1,0.52,6.27,0.606,0.556,10.45,14.02
2020-05-09,Senador Elói De Souza,1,0.5,20.16,0.523,0.504,8.73,27.17
2020-05-09,Senador Georgino Avelino,1,0.43,17.97,0.5429999999999999,0.455,6.4,11.63
2020-05-09,Serra De São Bento,1,0.53,32.29,0.551,0.48200000000000004,9.89,26.18
2020-05-09,Serra Do Mel,1,0.5,44.92,0.574,0.521,6.79,16.04
2020-05-09,Serra Negra Do Norte,2,0.42,8.31,0.578,0.46799999999999997,8.83,10.43
2020-05-09,Taboleiro Grande,2,0.48,31.48,0.57,0.507,7.42,15.6
2020-05-09,Taipu,1,0.45,32.17,0.544,0.435,7.65,16.2
2020-05-09,Tenente Ananias,3,0.46,12.6,0.57,0.46799999999999997,9.43,16.07
2020-05-09,Tibau,5,0.55,13.02,0.627,0.53,6.67,10.19
2020-05-09,Touros,5,0.52,20.05,0.562,0.466,6.84,21.48
2020-05-09,Upanema,1,0.54,26.63,0.542,0.516,7.89,31.82
2020-05-08,Acari,2,0.49,2.06,0.633,0.634,9.88,5.18
2020-05-08,Açu,55,0.53,10.49,0.6409999999999999,0.568,6.99,7.68
2020-05-08,Afonso Bezerra,1,0.53,18.03,0.56,0.502,9.22,21.79
2020-05-08,Alexandria,5,0.53,10.68,0.581,0.491,11.07,21.46
2020-05-08,Alto Do Rodrigues,4,0.47,3.79,0.647,0.585,6.32,7.74
2020-05-08,Apodi,37,0.55,10.18,0.611,0.5710000000000001,8.1,13.98
2020-05-08,Areia Branca,36,0.48,7.72,0.647,0.621,7.94,6.17
2020-05-08,Arês,1,0.53,9.2,0.5870000000000001,0.523,7.13,16.86
2020-05-08,Baía Formosa,1,0.47,2.47,0.59,0.534,6.12,11.09
2020-05-08,Baraúna,7,0.42,20.92,0.562,0.446,5.52,12.08
2020-05-08,Barcelona,1,0.5,19.66,0.564,0.442,11.87,20.03
2020-05-08,Bento Fernandes,2,0.47,30.26,0.542,0.494,7.9,22.61
2020-05-08,Bom Jesus,1,0.54,16.68,0.583,0.46,9.3,20.26
2020-05-08,Brejinho,1,0.49,9.32,0.585,0.49200000000000005,8.46,11.95
2020-05-08,Caicó,3,0.56,1.75,0.703,0.619,8.82,3.69
2020-05-08,Campo Redondo,2,0.56,35.01,0.5539999999999999,0.584,11.02,28.19
2020-05-08,Canguaretama,28,0.49,17.39,0.557,0.486,6.21,18.11
2020-05-08,Caraúbas,6,0.54,23.35,0.594,0.556,9.89,20.91
2020-05-08,Carnaúba Dos Dantas,1,0.41,10.97,0.624,0.5770000000000001,8.71,4.55
2020-05-08,Carnaubais,1,0.52,28.7,0.583,0.47600000000000003,7.64,16.41
2020-05-08,Ceará Mirim,15,0.51,9.69,0.599,0.505,6.96,12.12
2020-05-08,Cerro Corá,1,0.54,31.01,0.573,0.518,9.89,25.88
2020-05-08,Coronel João Pessoa,1,0.5,8.18,0.5489999999999999,0.47100000000000003,9.24,23.05
2020-05-08,Currais Novos,6,0.58,5.49,0.6729999999999999,0.617,9.59,7.7
2020-05-08,Encanto,11,0.47,23.8,0.589,0.536,9.83,13.74
2020-05-08,Extremoz,31,0.54,7.35,0.64,0.555,6.32,9.19
2020-05-08,Felipe Guerra,6,0.48,23.18,0.5820000000000001,0.575,9.75,15.92
2020-05-08,Fernando Pedroza,1,0.55,19.44,0.565,0.519,10.2,25.87
2020-05-08,Goianinha,2,0.55,4.18,0.619,0.537,6.11,14.03
2020-05-08,Grossos,3,0.49,11.59,0.633,0.585,7.58,8.2
2020-05-08,Guamaré,10,0.51,32.09,0.632,0.505,5.38,8.72
2020-05-08,Ipanguaçu,11,0.48,8.4,0.568,0.518,6.5,15.18
2020-05-08,Itajá,4,0.42,4.32,0.586,0.539,5.35,8.5
2020-05-08,Jaçanã,3,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-05-08,Januário Cicco,1,0.53,31.19,0.511,0.48100000000000004,8.8,32.12
2020-05-08,João Câmara,3,0.56,22.19,0.6,0.484,7.77,15.56
2020-05-08,Lagoa De Pedras,1,0.52,25.57,0.529,0.436,8.9,28.71
2020-05-08,Lagoa Salgada,1,0.54,17.35,0.551,0.46399999999999997,8.2,25.72
2020-05-08,Lajes,1,0.49,21.29,0.578,0.557,9.85,14.48
2020-05-08,Lajes Pintadas,4,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-05-08,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-05-08,Macaíba,26,0.5,15.19,0.613,0.545,6.76,8.6
2020-05-08,Macau,1,0.5,6.11,0.65,0.5720000000000001,7.86,7.58
2020-05-08,Maxaranguape,1,0.52,7.09,0.5820000000000001,0.506,6.18,13.59
2020-05-08,Montanhas,2,0.53,12.67,0.5529999999999999,0.447,9.73,26.0
2020-05-08,Monte Alegre,8,0.52,9.08,0.578,0.507,8.03,15.17
2020-05-08,Mossoró,296,0.52,4.16,0.6940000000000001,0.6629999999999999,6.33,3.72
2020-05-08,Natal,872,0.61,0.98,0.768,0.6940000000000001,7.02,2.92
2020-05-08,Nísia Floresta,8,0.53,8.47,0.601,0.518,6.21,14.57
2020-05-08,Nova Cruz,4,0.52,20.42,0.589,0.537,8.82,18.69
2020-05-08,Ouro Branco,1,0.43,4.2,0.61,0.5579999999999999,11.79,6.7
2020-05-08,Paraú,2,0.46,25.31,0.5820000000000001,0.522,10.6,13.79
2020-05-08,Parazinho,1,0.52,36.06,0.5429999999999999,0.424,8.19,23.2
2020-05-08,Parelhas,1,0.45,4.15,0.625,0.617,9.65,5.72
2020-05-08,Parnamirim,174,0.55,0.73,0.75,0.726,4.67,2.68
2020-05-08,Passa E Fica,1,0.51,15.25,0.565,0.516,9.68,19.59
2020-05-08,Pau Dos Ferros,9,0.54,1.65,0.6659999999999999,0.584,8.49,6.13
2020-05-08,Pedra Grande,2,0.48,45.08,0.526,0.43,6.59,24.72
2020-05-08,Pedro Velho,1,0.51,14.72,0.562,0.442,9.08,19.74
2020-05-08,Pendências,4,0.55,3.17,0.633,0.526,8.22,10.67
2020-05-08,Pilões,2,0.47,4.27,0.5660000000000001,0.527,9.7,18.18
2020-05-08,Poço Branco,1,0.56,21.7,0.562,0.47100000000000003,7.38,24.91
2020-05-08,Portalegre,2,0.52,35.11,0.581,0.547,10.64,21.33
2020-05-08,Porto Do Mangue,1,0.55,40.29,0.5579999999999999,0.504,5.87,24.12
2020-05-08,Riacho Da Cruz,1,0.47,14.16,0.545,0.48700000000000004,9.61,19.81
2020-05-08,Riachuelo,1,0.54,12.72,0.561,0.48100000000000004,8.45,21.63
2020-05-08,Santa Cruz,12,0.52,9.9,0.597,0.564,8.27,15.6
2020-05-08,Santa Maria,2,0.45,38.57,0.5539999999999999,0.47700000000000004,8.19,15.45
2020-05-08,Santana Do Matos,1,0.55,17.29,0.5589999999999999,0.48200000000000004,10.62,27.13
2020-05-08,Santo Antônio,11,0.57,20.88,0.595,0.512,8.98,20.39
2020-05-08,São Gonçalo Do Amarante,68,0.44,5.01,0.619,0.564,5.28,6.05
2020-05-08,São José De Mipibu,26,0.55,15.34,0.599,0.508,7.23,17.32
2020-05-08,São Miguel,15,0.53,18.57,0.574,0.518,9.32,19.87
2020-05-08,São Miguel Do Gostoso,1,0.51,24.42,0.5579999999999999,0.46799999999999997,6.76,21.71
2020-05-08,São Paulo Do Potengi,2,0.48,16.61,0.584,0.555,9.52,15.32
2020-05-08,São Pedro,1,0.52,37.17,0.574,0.449,10.25,18.48
2020-05-08,São Rafael,9,0.52,10.82,0.588,0.493,11.75,17.98
2020-05-08,São Tomé,3,0.49,34.01,0.565,0.461,11.67,20.2
2020-05-08,São Vicente,1,0.52,6.27,0.606,0.556,10.45,14.02
2020-05-08,Senador Elói De Souza,1,0.5,20.16,0.523,0.504,8.73,27.17
2020-05-08,Senador Georgino Avelino,1,0.43,17.97,0.5429999999999999,0.455,6.4,11.63
2020-05-08,Serra De São Bento,1,0.53,32.29,0.551,0.48200000000000004,9.89,26.18
2020-05-08,Serra Do Mel,1,0.5,44.92,0.574,0.521,6.79,16.04
2020-05-08,Serra Negra Do Norte,2,0.42,8.31,0.578,0.46799999999999997,8.83,10.43
2020-05-08,Taboleiro Grande,2,0.48,31.48,0.57,0.507,7.42,15.6
2020-05-08,Taipu,1,0.45,32.17,0.544,0.435,7.65,16.2
2020-05-08,Tenente Ananias,3,0.46,12.6,0.57,0.46799999999999997,9.43,16.07
2020-05-08,Tibau,5,0.55,13.02,0.627,0.53,6.67,10.19
2020-05-08,Touros,5,0.52,20.05,0.562,0.466,6.84,21.48
2020-05-08,Upanema,1,0.54,26.63,0.542,0.516,7.89,31.82
2020-05-07,Acari,2,0.49,2.06,0.633,0.634,9.88,5.18
2020-05-07,Açu,49,0.53,10.49,0.6409999999999999,0.568,6.99,7.68
2020-05-07,Afonso Bezerra,1,0.53,18.03,0.56,0.502,9.22,21.79
2020-05-07,Alexandria,4,0.53,10.68,0.581,0.491,11.07,21.46
2020-05-07,Alto Do Rodrigues,3,0.47,3.79,0.647,0.585,6.32,7.74
2020-05-07,Apodi,35,0.55,10.18,0.611,0.5710000000000001,8.1,13.98
2020-05-07,Areia Branca,31,0.48,7.72,0.647,0.621,7.94,6.17
2020-05-07,Arês,1,0.53,9.2,0.5870000000000001,0.523,7.13,16.86
2020-05-07,Baía Formosa,1,0.47,2.47,0.59,0.534,6.12,11.09
2020-05-07,Baraúna,6,0.42,20.92,0.562,0.446,5.52,12.08
2020-05-07,Barcelona,1,0.5,19.66,0.564,0.442,11.87,20.03
2020-05-07,Bento Fernandes,2,0.47,30.26,0.542,0.494,7.9,22.61
2020-05-07,Bom Jesus,1,0.54,16.68,0.583,0.46,9.3,20.26
2020-05-07,Brejinho,1,0.49,9.32,0.585,0.49200000000000005,8.46,11.95
2020-05-07,Caicó,2,0.56,1.75,0.703,0.619,8.82,3.69
2020-05-07,Campo Redondo,2,0.56,35.01,0.5539999999999999,0.584,11.02,28.19
2020-05-07,Canguaretama,26,0.49,17.39,0.557,0.486,6.21,18.11
2020-05-07,Caraúbas,5,0.54,23.35,0.594,0.556,9.89,20.91
2020-05-07,Carnaúba Dos Dantas,1,0.41,10.97,0.624,0.5770000000000001,8.71,4.55
2020-05-07,Carnaubais,1,0.52,28.7,0.583,0.47600000000000003,7.64,16.41
2020-05-07,Ceará Mirim,14,0.51,9.69,0.599,0.505,6.96,12.12
2020-05-07,Cerro Corá,1,0.54,31.01,0.573,0.518,9.89,25.88
2020-05-07,Coronel João Pessoa,1,0.5,8.18,0.5489999999999999,0.47100000000000003,9.24,23.05
2020-05-07,Currais Novos,6,0.58,5.49,0.6729999999999999,0.617,9.59,7.7
2020-05-07,Encanto,11,0.47,23.8,0.589,0.536,9.83,13.74
2020-05-07,Extremoz,26,0.54,7.35,0.64,0.555,6.32,9.19
2020-05-07,Felipe Guerra,4,0.48,23.18,0.5820000000000001,0.575,9.75,15.92
2020-05-07,Fernando Pedroza,1,0.55,19.44,0.565,0.519,10.2,25.87
2020-05-07,Goianinha,1,0.55,4.18,0.619,0.537,6.11,14.03
2020-05-07,Grossos,2,0.49,11.59,0.633,0.585,7.58,8.2
2020-05-07,Guamaré,9,0.51,32.09,0.632,0.505,5.38,8.72
2020-05-07,Ipanguaçu,10,0.48,8.4,0.568,0.518,6.5,15.18
2020-05-07,Itajá,3,0.42,4.32,0.586,0.539,5.35,8.5
2020-05-07,Jaçanã,3,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-05-07,Januário Cicco,1,0.53,31.19,0.511,0.48100000000000004,8.8,32.12
2020-05-07,João Câmara,3,0.56,22.19,0.6,0.484,7.77,15.56
2020-05-07,Lagoa De Pedras,1,0.52,25.57,0.529,0.436,8.9,28.71
2020-05-07,Lagoa Salgada,1,0.54,17.35,0.551,0.46399999999999997,8.2,25.72
2020-05-07,Lajes,1,0.49,21.29,0.578,0.557,9.85,14.48
2020-05-07,Lajes Pintadas,4,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-05-07,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-05-07,Macaíba,21,0.5,15.19,0.613,0.545,6.76,8.6
2020-05-07,Maxaranguape,1,0.52,7.09,0.5820000000000001,0.506,6.18,13.59
2020-05-07,Montanhas,2,0.53,12.67,0.5529999999999999,0.447,9.73,26.0
2020-05-07,Monte Alegre,7,0.52,9.08,0.578,0.507,8.03,15.17
2020-05-07,Mossoró,281,0.52,4.16,0.6940000000000001,0.6629999999999999,6.33,3.72
2020-05-07,Natal,802,0.61,0.98,0.768,0.6940000000000001,7.02,2.92
2020-05-07,Nísia Floresta,7,0.53,8.47,0.601,0.518,6.21,14.57
2020-05-07,Nova Cruz,2,0.52,20.42,0.589,0.537,8.82,18.69
2020-05-07,Ouro Branco,1,0.43,4.2,0.61,0.5579999999999999,11.79,6.7
2020-05-07,Paraú,1,0.46,25.31,0.5820000000000001,0.522,10.6,13.79
2020-05-07,Parelhas,1,0.45,4.15,0.625,0.617,9.65,5.72
2020-05-07,Parnamirim,152,0.55,0.73,0.75,0.726,4.67,2.68
2020-05-07,Passa E Fica,1,0.51,15.25,0.565,0.516,9.68,19.59
2020-05-07,Pau Dos Ferros,9,0.54,1.65,0.6659999999999999,0.584,8.49,6.13
2020-05-07,Pedra Grande,1,0.48,45.08,0.526,0.43,6.59,24.72
2020-05-07,Pedro Velho,1,0.51,14.72,0.562,0.442,9.08,19.74
2020-05-07,Pendências,1,0.55,3.17,0.633,0.526,8.22,10.67
2020-05-07,Pilões,1,0.47,4.27,0.5660000000000001,0.527,9.7,18.18
2020-05-07,Poço Branco,1,0.56,21.7,0.562,0.47100000000000003,7.38,24.91
2020-05-07,Portalegre,2,0.52,35.11,0.581,0.547,10.64,21.33
2020-05-07,Porto Do Mangue,1,0.55,40.29,0.5579999999999999,0.504,5.87,24.12
2020-05-07,Riacho Da Cruz,1,0.47,14.16,0.545,0.48700000000000004,9.61,19.81
2020-05-07,Riachuelo,1,0.54,12.72,0.561,0.48100000000000004,8.45,21.63
2020-05-07,Santa Cruz,12,0.52,9.9,0.597,0.564,8.27,15.6
2020-05-07,Santa Maria,1,0.45,38.57,0.5539999999999999,0.47700000000000004,8.19,15.45
2020-05-07,Santo Antônio,10,0.57,20.88,0.595,0.512,8.98,20.39
2020-05-07,São Gonçalo Do Amarante,62,0.44,5.01,0.619,0.564,5.28,6.05
2020-05-07,São José De Mipibu,24,0.55,15.34,0.599,0.508,7.23,17.32
2020-05-07,São Miguel,14,0.53,18.57,0.574,0.518,9.32,19.87
2020-05-07,São Miguel Do Gostoso,1,0.51,24.42,0.5579999999999999,0.46799999999999997,6.76,21.71
2020-05-07,São Paulo Do Potengi,2,0.48,16.61,0.584,0.555,9.52,15.32
2020-05-07,São Pedro,1,0.52,37.17,0.574,0.449,10.25,18.48
2020-05-07,São Rafael,8,0.52,10.82,0.588,0.493,11.75,17.98
2020-05-07,São Tomé,3,0.49,34.01,0.565,0.461,11.67,20.2
2020-05-07,Senador Elói De Souza,1,0.5,20.16,0.523,0.504,8.73,27.17
2020-05-07,Serra De São Bento,1,0.53,32.29,0.551,0.48200000000000004,9.89,26.18
2020-05-07,Serra Do Mel,1,0.5,44.92,0.574,0.521,6.79,16.04
2020-05-07,Serra Negra Do Norte,2,0.42,8.31,0.578,0.46799999999999997,8.83,10.43
2020-05-07,Taboleiro Grande,1,0.48,31.48,0.57,0.507,7.42,15.6
2020-05-07,Taipu,1,0.45,32.17,0.544,0.435,7.65,16.2
2020-05-07,Tenente Ananias,3,0.46,12.6,0.57,0.46799999999999997,9.43,16.07
2020-05-07,Tibau,3,0.55,13.02,0.627,0.53,6.67,10.19
2020-05-07,Touros,2,0.52,20.05,0.562,0.466,6.84,21.48
2020-05-07,Upanema,1,0.54,26.63,0.542,0.516,7.89,31.82
2020-05-06,Acari,2,0.49,2.06,0.633,0.634,9.88,5.18
2020-05-06,Açu,49,0.53,10.49,0.6409999999999999,0.568,6.99,7.68
2020-05-06,Afonso Bezerra,1,0.53,18.03,0.56,0.502,9.22,21.79
2020-05-06,Alexandria,4,0.53,10.68,0.581,0.491,11.07,21.46
2020-05-06,Alto Do Rodrigues,3,0.47,3.79,0.647,0.585,6.32,7.74
2020-05-06,Apodi,35,0.55,10.18,0.611,0.5710000000000001,8.1,13.98
2020-05-06,Areia Branca,31,0.48,7.72,0.647,0.621,7.94,6.17
2020-05-06,Arês,1,0.53,9.2,0.5870000000000001,0.523,7.13,16.86
2020-05-06,Baía Formosa,1,0.47,2.47,0.59,0.534,6.12,11.09
2020-05-06,Baraúna,6,0.42,20.92,0.562,0.446,5.52,12.08
2020-05-06,Barcelona,1,0.5,19.66,0.564,0.442,11.87,20.03
2020-05-06,Bento Fernandes,2,0.47,30.26,0.542,0.494,7.9,22.61
2020-05-06,Bom Jesus,1,0.54,16.68,0.583,0.46,9.3,20.26
2020-05-06,Brejinho,1,0.49,9.32,0.585,0.49200000000000005,8.46,11.95
2020-05-06,Caicó,2,0.56,1.75,0.703,0.619,8.82,3.69
2020-05-06,Campo Redondo,2,0.56,35.01,0.5539999999999999,0.584,11.02,28.19
2020-05-06,Canguaretama,26,0.49,17.39,0.557,0.486,6.21,18.11
2020-05-06,Caraúbas,5,0.54,23.35,0.594,0.556,9.89,20.91
2020-05-06,Carnaúba Dos Dantas,1,0.41,10.97,0.624,0.5770000000000001,8.71,4.55
2020-05-06,Carnaubais,1,0.52,28.7,0.583,0.47600000000000003,7.64,16.41
2020-05-06,Ceará Mirim,14,0.51,9.69,0.599,0.505,6.96,12.12
2020-05-06,Cerro Corá,1,0.54,31.01,0.573,0.518,9.89,25.88
2020-05-06,Coronel João Pessoa,1,0.5,8.18,0.5489999999999999,0.47100000000000003,9.24,23.05
2020-05-06,Currais Novos,6,0.58,5.49,0.6729999999999999,0.617,9.59,7.7
2020-05-06,Encanto,11,0.47,23.8,0.589,0.536,9.83,13.74
2020-05-06,Extremoz,26,0.54,7.35,0.64,0.555,6.32,9.19
2020-05-06,Felipe Guerra,4,0.48,23.18,0.5820000000000001,0.575,9.75,15.92
2020-05-06,Fernando Pedroza,1,0.55,19.44,0.565,0.519,10.2,25.87
2020-05-06,Goianinha,1,0.55,4.18,0.619,0.537,6.11,14.03
2020-05-06,Grossos,2,0.49,11.59,0.633,0.585,7.58,8.2
2020-05-06,Guamaré,9,0.51,32.09,0.632,0.505,5.38,8.72
2020-05-06,Ipanguaçu,10,0.48,8.4,0.568,0.518,6.5,15.18
2020-05-06,Itajá,3,0.42,4.32,0.586,0.539,5.35,8.5
2020-05-06,Jaçanã,3,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-05-06,Januário Cicco,1,0.53,31.19,0.511,0.48100000000000004,8.8,32.12
2020-05-06,João Câmara,3,0.56,22.19,0.6,0.484,7.77,15.56
2020-05-06,Lagoa De Pedras,1,0.52,25.57,0.529,0.436,8.9,28.71
2020-05-06,Lagoa Salgada,1,0.54,17.35,0.551,0.46399999999999997,8.2,25.72
2020-05-06,Lajes,1,0.49,21.29,0.578,0.557,9.85,14.48
2020-05-06,Lajes Pintadas,4,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-05-06,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-05-06,Macaíba,21,0.5,15.19,0.613,0.545,6.76,8.6
