date,city,last_available_confirmed,Gini_Index_2010,access_to_water_and_basic_sanitatio_per_cent,MHDI_income,MHDI_education,aging_rate,extremely_poor_per_cent
2020-04-26,Cerro Corá,1,0.54,31.01,0.573,0.518,9.89,25.88
2020-04-26,Coronel João Pessoa,1,0.5,8.18,0.5489999999999999,0.47100000000000003,9.24,23.05
2020-04-26,Currais Novos,2,0.58,5.49,0.6729999999999999,0.617,9.59,7.7
2020-04-26,Encanto,4,0.47,23.8,0.589,0.536,9.83,13.74
2020-04-26,Extremoz,10,0.54,7.35,0.64,0.555,6.32,9.19
2020-04-26,Fernando Pedroza,1,0.55,19.44,0.565,0.519,10.2,25.87
2020-04-26,Guamaré,1,0.51,32.09,0.632,0.505,5.38,8.72
2020-04-26,Ielmo Marinho,1,0.51,42.52,0.521,0.418,7.37,26.37
2020-04-26,Ipanguaçu,4,0.48,8.4,0.568,0.518,6.5,15.18
2020-04-26,Jaçanã,2,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-04-26,João Câmara,1,0.56,22.19,0.6,0.484,7.77,15.56
2020-04-26,Lagoa De Pedras,1,0.52,25.57,0.529,0.436,8.9,28.71
2020-04-26,Lajes Pintadas,2,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-04-26,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-04-26,Macaíba,15,0.5,15.19,0.613,0.545,6.76,8.6
2020-04-26,Montanhas,1,0.53,12.67,0.5529999999999999,0.447,9.73,26.0
2020-04-26,Monte Alegre,4,0.52,9.08,0.578,0.507,8.03,15.17
2020-04-26,Mossoró,112,0.52,4.16,0.6940000000000001,0.6629999999999999,6.33,3.72
2020-04-26,Natal,396,0.61,0.98,0.768,0.6940000000000001,7.02,2.92
2020-04-26,Nísia Floresta,5,0.53,8.47,0.601,0.518,6.21,14.57
2020-04-26,Ouro Branco,1,0.43,4.2,0.61,0.5579999999999999,11.79,6.7
2020-04-26,Parnamirim,94,0.55,0.73,0.75,0.726,4.67,2.68
2020-04-26,Passa E Fica,1,0.51,15.25,0.565,0.516,9.68,19.59
2020-04-26,Pau Dos Ferros,3,0.54,1.65,0.6659999999999999,0.584,8.49,6.13
2020-04-26,Poço Branco,1,0.56,21.7,0.562,0.47100000000000003,7.38,24.91
2020-04-26,Santa Cruz,8,0.52,9.9,0.597,0.564,8.27,15.6
2020-04-26,Santo Antônio,6,0.57,20.88,0.595,0.512,8.98,20.39
2020-04-26,São Gonçalo Do Amarante,42,0.44,5.01,0.619,0.564,5.28,6.05
2020-04-26,São José De Mipibu,8,0.55,15.34,0.599,0.508,7.23,17.32
2020-04-26,São Miguel,2,0.53,18.57,0.574,0.518,9.32,19.87
2020-04-26,São Miguel Do Gostoso,1,0.51,24.42,0.5579999999999999,0.46799999999999997,6.76,21.71
2020-04-26,São Pedro,1,0.52,37.17,0.574,0.449,10.25,18.48
2020-04-26,São Rafael,3,0.52,10.82,0.588,0.493,11.75,17.98
2020-04-26,Serra De São Bento,1,0.53,32.29,0.551,0.48200000000000004,9.89,26.18
2020-04-26,Serra Negra Do Norte,1,0.42,8.31,0.578,0.46799999999999997,8.83,10.43
2020-04-26,Taipu,1,0.45,32.17,0.544,0.435,7.65,16.2
2020-04-26,Tenente Ananias,2,0.46,12.6,0.57,0.46799999999999997,9.43,16.07
2020-04-26,Tibau,2,0.55,13.02,0.627,0.53,6.67,10.19
2020-04-26,Touros,1,0.52,20.05,0.562,0.466,6.84,21.48
2020-04-25,Acari,1,0.49,2.06,0.633,0.634,9.88,5.18
2020-04-25,Açu,29,0.53,10.49,0.6409999999999999,0.568,6.99,7.68
2020-04-25,Alexandria,1,0.53,10.68,0.581,0.491,11.07,21.46
2020-04-25,Alto Do Rodrigues,1,0.47,3.79,0.647,0.585,6.32,7.74
2020-04-25,Apodi,8,0.55,10.18,0.611,0.5710000000000001,8.1,13.98
2020-04-25,Areia Branca,5,0.48,7.72,0.647,0.621,7.94,6.17
2020-04-25,Arês,1,0.53,9.2,0.5870000000000001,0.523,7.13,16.86
2020-04-25,Baía Formosa,1,0.47,2.47,0.59,0.534,6.12,11.09
2020-04-25,Baraúna,1,0.42,20.92,0.562,0.446,5.52,12.08
2020-04-25,Barcelona,1,0.5,19.66,0.564,0.442,11.87,20.03
2020-04-25,Bento Fernandes,2,0.47,30.26,0.542,0.494,7.9,22.61
2020-04-25,Caicó,1,0.56,1.75,0.703,0.619,8.82,3.69
2020-04-25,Campo Redondo,1,0.56,35.01,0.5539999999999999,0.584,11.02,28.19
2020-04-25,Canguaretama,11,0.49,17.39,0.557,0.486,6.21,18.11
2020-04-25,Caraúbas,1,0.54,23.35,0.594,0.556,9.89,20.91
2020-04-25,Carnaúba Dos Dantas,1,0.41,10.97,0.624,0.5770000000000001,8.71,4.55
2020-04-25,Carnaubais,1,0.52,28.7,0.583,0.47600000000000003,7.64,16.41
2020-04-25,Ceará Mirim,10,0.51,9.69,0.599,0.505,6.96,12.12
2020-04-25,Cerro Corá,1,0.54,31.01,0.573,0.518,9.89,25.88
2020-04-25,Coronel João Pessoa,1,0.5,8.18,0.5489999999999999,0.47100000000000003,9.24,23.05
2020-04-25,Currais Novos,2,0.58,5.49,0.6729999999999999,0.617,9.59,7.7
2020-04-25,Encanto,4,0.47,23.8,0.589,0.536,9.83,13.74
2020-04-25,Extremoz,9,0.54,7.35,0.64,0.555,6.32,9.19
2020-04-25,Fernando Pedroza,1,0.55,19.44,0.565,0.519,10.2,25.87
2020-04-25,Guamaré,1,0.51,32.09,0.632,0.505,5.38,8.72
2020-04-25,Ielmo Marinho,1,0.51,42.52,0.521,0.418,7.37,26.37
2020-04-25,Ipanguaçu,4,0.48,8.4,0.568,0.518,6.5,15.18
2020-04-25,Jaçanã,2,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-04-25,João Câmara,1,0.56,22.19,0.6,0.484,7.77,15.56
2020-04-25,Lagoa De Pedras,1,0.52,25.57,0.529,0.436,8.9,28.71
2020-04-25,Lajes Pintadas,2,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-04-25,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-04-25,Macaíba,15,0.5,15.19,0.613,0.545,6.76,8.6
2020-04-25,Montanhas,1,0.53,12.67,0.5529999999999999,0.447,9.73,26.0
2020-04-25,Monte Alegre,4,0.52,9.08,0.578,0.507,8.03,15.17
2020-04-25,Mossoró,112,0.52,4.16,0.6940000000000001,0.6629999999999999,6.33,3.72
2020-04-25,Natal,397,0.61,0.98,0.768,0.6940000000000001,7.02,2.92
2020-04-25,Nísia Floresta,5,0.53,8.47,0.601,0.518,6.21,14.57
2020-04-25,Ouro Branco,1,0.43,4.2,0.61,0.5579999999999999,11.79,6.7
2020-04-25,Parnamirim,94,0.55,0.73,0.75,0.726,4.67,2.68
2020-04-25,Passa E Fica,1,0.51,15.25,0.565,0.516,9.68,19.59
2020-04-25,Pau Dos Ferros,3,0.54,1.65,0.6659999999999999,0.584,8.49,6.13
2020-04-25,Poço Branco,1,0.56,21.7,0.562,0.47100000000000003,7.38,24.91
2020-04-25,Santa Cruz,4,0.52,9.9,0.597,0.564,8.27,15.6
2020-04-25,Santo Antônio,6,0.57,20.88,0.595,0.512,8.98,20.39
2020-04-25,São Gonçalo Do Amarante,42,0.44,5.01,0.619,0.564,5.28,6.05
2020-04-25,São José De Mipibu,8,0.55,15.34,0.599,0.508,7.23,17.32
2020-04-25,São Miguel,2,0.53,18.57,0.574,0.518,9.32,19.87
2020-04-25,São Miguel Do Gostoso,1,0.51,24.42,0.5579999999999999,0.46799999999999997,6.76,21.71
2020-04-25,São Pedro,1,0.52,37.17,0.574,0.449,10.25,18.48
2020-04-25,São Rafael,3,0.52,10.82,0.588,0.493,11.75,17.98
2020-04-25,Serra De São Bento,1,0.53,32.29,0.551,0.48200000000000004,9.89,26.18
2020-04-25,Serra Negra Do Norte,1,0.42,8.31,0.578,0.46799999999999997,8.83,10.43
2020-04-25,Taipu,1,0.45,32.17,0.544,0.435,7.65,16.2
2020-04-25,Tenente Ananias,2,0.46,12.6,0.57,0.46799999999999997,9.43,16.07
2020-04-25,Tibau,2,0.55,13.02,0.627,0.53,6.67,10.19
2020-04-25,Touros,1,0.52,20.05,0.562,0.466,6.84,21.48
2020-04-24,Acari,1,0.49,2.06,0.633,0.634,9.88,5.18
2020-04-24,Açu,29,0.53,10.49,0.6409999999999999,0.568,6.99,7.68
2020-04-24,Alexandria,1,0.53,10.68,0.581,0.491,11.07,21.46
2020-04-24,Alto Do Rodrigues,1,0.47,3.79,0.647,0.585,6.32,7.74
2020-04-24,Apodi,7,0.55,10.18,0.611,0.5710000000000001,8.1,13.98
2020-04-24,Areia Branca,4,0.48,7.72,0.647,0.621,7.94,6.17
2020-04-24,Baía Formosa,1,0.47,2.47,0.59,0.534,6.12,11.09
2020-04-24,Barcelona,1,0.5,19.66,0.564,0.442,11.87,20.03
2020-04-24,Bento Fernandes,2,0.47,30.26,0.542,0.494,7.9,22.61
2020-04-24,Caicó,1,0.56,1.75,0.703,0.619,8.82,3.69
2020-04-24,Campo Redondo,1,0.56,35.01,0.5539999999999999,0.584,11.02,28.19
2020-04-24,Canguaretama,11,0.49,17.39,0.557,0.486,6.21,18.11
2020-04-24,Caraúbas,1,0.54,23.35,0.594,0.556,9.89,20.91
2020-04-24,Carnaúba Dos Dantas,1,0.41,10.97,0.624,0.5770000000000001,8.71,4.55
2020-04-24,Carnaubais,1,0.52,28.7,0.583,0.47600000000000003,7.64,16.41
2020-04-24,Ceará Mirim,10,0.51,9.69,0.599,0.505,6.96,12.12
2020-04-24,Cerro Corá,1,0.54,31.01,0.573,0.518,9.89,25.88
2020-04-24,Coronel João Pessoa,1,0.5,8.18,0.5489999999999999,0.47100000000000003,9.24,23.05
2020-04-24,Currais Novos,2,0.58,5.49,0.6729999999999999,0.617,9.59,7.7
2020-04-24,Encanto,4,0.47,23.8,0.589,0.536,9.83,13.74
2020-04-24,Extremoz,9,0.54,7.35,0.64,0.555,6.32,9.19
2020-04-24,Fernando Pedroza,1,0.55,19.44,0.565,0.519,10.2,25.87
2020-04-24,Ielmo Marinho,1,0.51,42.52,0.521,0.418,7.37,26.37
2020-04-24,Ipanguaçu,4,0.48,8.4,0.568,0.518,6.5,15.18
2020-04-24,Jaçanã,2,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-04-24,João Câmara,1,0.56,22.19,0.6,0.484,7.77,15.56
2020-04-24,Lagoa De Pedras,1,0.52,25.57,0.529,0.436,8.9,28.71
2020-04-24,Lajes Pintadas,1,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-04-24,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-04-24,Macaíba,11,0.5,15.19,0.613,0.545,6.76,8.6
2020-04-24,Montanhas,1,0.53,12.67,0.5529999999999999,0.447,9.73,26.0
2020-04-24,Monte Alegre,4,0.52,9.08,0.578,0.507,8.03,15.17
2020-04-24,Mossoró,111,0.52,4.16,0.6940000000000001,0.6629999999999999,6.33,3.72
2020-04-24,Natal,370,0.61,0.98,0.768,0.6940000000000001,7.02,2.92
2020-04-24,Nísia Floresta,5,0.53,8.47,0.601,0.518,6.21,14.57
2020-04-24,Parnamirim,93,0.55,0.73,0.75,0.726,4.67,2.68
2020-04-24,Passa E Fica,1,0.51,15.25,0.565,0.516,9.68,19.59
2020-04-24,Pau Dos Ferros,3,0.54,1.65,0.6659999999999999,0.584,8.49,6.13
2020-04-24,Poço Branco,1,0.56,21.7,0.562,0.47100000000000003,7.38,24.91
2020-04-24,Santa Cruz,4,0.52,9.9,0.597,0.564,8.27,15.6
2020-04-24,Santo Antônio,6,0.57,20.88,0.595,0.512,8.98,20.39
2020-04-24,São Gonçalo Do Amarante,41,0.44,5.01,0.619,0.564,5.28,6.05
2020-04-24,São José De Mipibu,5,0.55,15.34,0.599,0.508,7.23,17.32
2020-04-24,São Miguel,2,0.53,18.57,0.574,0.518,9.32,19.87
2020-04-24,São Miguel Do Gostoso,1,0.51,24.42,0.5579999999999999,0.46799999999999997,6.76,21.71
2020-04-24,São Pedro,1,0.52,37.17,0.574,0.449,10.25,18.48
2020-04-24,São Rafael,3,0.52,10.82,0.588,0.493,11.75,17.98
2020-04-24,Serra De São Bento,1,0.53,32.29,0.551,0.48200000000000004,9.89,26.18
2020-04-24,Serra Negra Do Norte,1,0.42,8.31,0.578,0.46799999999999997,8.83,10.43
2020-04-24,Taipu,1,0.45,32.17,0.544,0.435,7.65,16.2
2020-04-24,Tenente Ananias,2,0.46,12.6,0.57,0.46799999999999997,9.43,16.07
2020-04-24,Tibau,2,0.55,13.02,0.627,0.53,6.67,10.19
2020-04-24,Touros,1,0.52,20.05,0.562,0.466,6.84,21.48
2020-04-23,Acari,1,0.49,2.06,0.633,0.634,9.88,5.18
2020-04-23,Açu,25,0.53,10.49,0.6409999999999999,0.568,6.99,7.68
2020-04-23,Alexandria,1,0.53,10.68,0.581,0.491,11.07,21.46
2020-04-23,Alto Do Rodrigues,1,0.47,3.79,0.647,0.585,6.32,7.74
2020-04-23,Apodi,7,0.55,10.18,0.611,0.5710000000000001,8.1,13.98
2020-04-23,Areia Branca,4,0.48,7.72,0.647,0.621,7.94,6.17
2020-04-23,Baía Formosa,1,0.47,2.47,0.59,0.534,6.12,11.09
2020-04-23,Barcelona,1,0.5,19.66,0.564,0.442,11.87,20.03
2020-04-23,Bento Fernandes,2,0.47,30.26,0.542,0.494,7.9,22.61
2020-04-23,Caicó,1,0.56,1.75,0.703,0.619,8.82,3.69
2020-04-23,Campo Redondo,1,0.56,35.01,0.5539999999999999,0.584,11.02,28.19
2020-04-23,Canguaretama,11,0.49,17.39,0.557,0.486,6.21,18.11
2020-04-23,Caraúbas,1,0.54,23.35,0.594,0.556,9.89,20.91
2020-04-23,Carnaúba Dos Dantas,1,0.41,10.97,0.624,0.5770000000000001,8.71,4.55
2020-04-23,Carnaubais,1,0.52,28.7,0.583,0.47600000000000003,7.64,16.41
2020-04-23,Ceará Mirim,10,0.51,9.69,0.599,0.505,6.96,12.12
2020-04-23,Cerro Corá,1,0.54,31.01,0.573,0.518,9.89,25.88
2020-04-23,Coronel João Pessoa,1,0.5,8.18,0.5489999999999999,0.47100000000000003,9.24,23.05
2020-04-23,Currais Novos,2,0.58,5.49,0.6729999999999999,0.617,9.59,7.7
2020-04-23,Encanto,4,0.47,23.8,0.589,0.536,9.83,13.74
2020-04-23,Extremoz,9,0.54,7.35,0.64,0.555,6.32,9.19
2020-04-23,Fernando Pedroza,1,0.55,19.44,0.565,0.519,10.2,25.87
2020-04-23,Ielmo Marinho,1,0.51,42.52,0.521,0.418,7.37,26.37
2020-04-23,Ipanguaçu,2,0.48,8.4,0.568,0.518,6.5,15.18
2020-04-23,Jaçanã,2,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-04-23,João Câmara,1,0.56,22.19,0.6,0.484,7.77,15.56
2020-04-23,Lagoa De Pedras,1,0.52,25.57,0.529,0.436,8.9,28.71
2020-04-23,Lajes Pintadas,1,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-04-23,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-04-23,Macaíba,10,0.5,15.19,0.613,0.545,6.76,8.6
2020-04-23,Monte Alegre,4,0.52,9.08,0.578,0.507,8.03,15.17
2020-04-23,Mossoró,110,0.52,4.16,0.6940000000000001,0.6629999999999999,6.33,3.72
2020-04-23,Natal,359,0.61,0.98,0.768,0.6940000000000001,7.02,2.92
2020-04-23,Nísia Floresta,3,0.53,8.47,0.601,0.518,6.21,14.57
2020-04-23,Parnamirim,92,0.55,0.73,0.75,0.726,4.67,2.68
2020-04-23,Passa E Fica,1,0.51,15.25,0.565,0.516,9.68,19.59
2020-04-23,Pau Dos Ferros,3,0.54,1.65,0.6659999999999999,0.584,8.49,6.13
2020-04-23,Poço Branco,1,0.56,21.7,0.562,0.47100000000000003,7.38,24.91
2020-04-23,Santa Cruz,3,0.52,9.9,0.597,0.564,8.27,15.6
2020-04-23,Santo Antônio,6,0.57,20.88,0.595,0.512,8.98,20.39
2020-04-23,São Gonçalo Do Amarante,39,0.44,5.01,0.619,0.564,5.28,6.05
2020-04-23,São José De Mipibu,5,0.55,15.34,0.599,0.508,7.23,17.32
2020-04-23,São Miguel,1,0.53,18.57,0.574,0.518,9.32,19.87
2020-04-23,São Miguel Do Gostoso,1,0.51,24.42,0.5579999999999999,0.46799999999999997,6.76,21.71
2020-04-23,São Pedro,1,0.52,37.17,0.574,0.449,10.25,18.48
2020-04-23,São Rafael,3,0.52,10.82,0.588,0.493,11.75,17.98
2020-04-23,Serra De São Bento,1,0.53,32.29,0.551,0.48200000000000004,9.89,26.18
2020-04-23,Serra Negra Do Norte,1,0.42,8.31,0.578,0.46799999999999997,8.83,10.43
2020-04-23,Taipu,1,0.45,32.17,0.544,0.435,7.65,16.2
2020-04-23,Tenente Ananias,2,0.46,12.6,0.57,0.46799999999999997,9.43,16.07
2020-04-23,Tibau,2,0.55,13.02,0.627,0.53,6.67,10.19
2020-04-23,Touros,1,0.52,20.05,0.562,0.466,6.84,21.48
2020-04-22,Acari,1,0.49,2.06,0.633,0.634,9.88,5.18
2020-04-22,Açu,24,0.53,10.49,0.6409999999999999,0.568,6.99,7.68
2020-04-22,Alexandria,1,0.53,10.68,0.581,0.491,11.07,21.46
2020-04-22,Alto Do Rodrigues,1,0.47,3.79,0.647,0.585,6.32,7.74
2020-04-22,Apodi,7,0.55,10.18,0.611,0.5710000000000001,8.1,13.98
2020-04-22,Areia Branca,4,0.48,7.72,0.647,0.621,7.94,6.17
2020-04-22,Baía Formosa,1,0.47,2.47,0.59,0.534,6.12,11.09
2020-04-22,Barcelona,1,0.5,19.66,0.564,0.442,11.87,20.03
2020-04-22,Bento Fernandes,2,0.47,30.26,0.542,0.494,7.9,22.61
2020-04-22,Caicó,1,0.56,1.75,0.703,0.619,8.82,3.69
2020-04-22,Campo Redondo,1,0.56,35.01,0.5539999999999999,0.584,11.02,28.19
2020-04-22,Canguaretama,11,0.49,17.39,0.557,0.486,6.21,18.11
2020-04-22,Caraúbas,1,0.54,23.35,0.594,0.556,9.89,20.91
2020-04-22,Carnaúba Dos Dantas,1,0.41,10.97,0.624,0.5770000000000001,8.71,4.55
2020-04-22,Carnaubais,1,0.52,28.7,0.583,0.47600000000000003,7.64,16.41
2020-04-22,Ceará Mirim,9,0.51,9.69,0.599,0.505,6.96,12.12
2020-04-22,Cerro Corá,1,0.54,31.01,0.573,0.518,9.89,25.88
2020-04-22,Coronel João Pessoa,1,0.5,8.18,0.5489999999999999,0.47100000000000003,9.24,23.05
2020-04-22,Currais Novos,2,0.58,5.49,0.6729999999999999,0.617,9.59,7.7
2020-04-22,Encanto,4,0.47,23.8,0.589,0.536,9.83,13.74
2020-04-22,Extremoz,8,0.54,7.35,0.64,0.555,6.32,9.19
2020-04-22,Fernando Pedroza,1,0.55,19.44,0.565,0.519,10.2,25.87
2020-04-22,Ielmo Marinho,1,0.51,42.52,0.521,0.418,7.37,26.37
2020-04-22,Ipanguaçu,2,0.48,8.4,0.568,0.518,6.5,15.18
2020-04-22,Jaçanã,2,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-04-22,Januário Cicco,1,0.53,31.19,0.511,0.48100000000000004,8.8,32.12
2020-04-22,Lagoa De Pedras,1,0.52,25.57,0.529,0.436,8.9,28.71
2020-04-22,Lajes Pintadas,1,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-04-22,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-04-22,Macaíba,11,0.5,15.19,0.613,0.545,6.76,8.6
2020-04-22,Monte Alegre,4,0.52,9.08,0.578,0.507,8.03,15.17
2020-04-22,Mossoró,106,0.52,4.16,0.6940000000000001,0.6629999999999999,6.33,3.72
2020-04-22,Natal,335,0.61,0.98,0.768,0.6940000000000001,7.02,2.92
2020-04-22,Nísia Floresta,1,0.53,8.47,0.601,0.518,6.21,14.57
2020-04-22,Parnamirim,81,0.55,0.73,0.75,0.726,4.67,2.68
2020-04-22,Passa E Fica,1,0.51,15.25,0.565,0.516,9.68,19.59
2020-04-22,Pau Dos Ferros,3,0.54,1.65,0.6659999999999999,0.584,8.49,6.13
2020-04-22,Poço Branco,1,0.56,21.7,0.562,0.47100000000000003,7.38,24.91
2020-04-22,Santa Cruz,3,0.52,9.9,0.597,0.564,8.27,15.6
2020-04-22,Santo Antônio,6,0.57,20.88,0.595,0.512,8.98,20.39
2020-04-22,São Gonçalo Do Amarante,39,0.44,5.01,0.619,0.564,5.28,6.05
2020-04-22,São José De Mipibu,5,0.55,15.34,0.599,0.508,7.23,17.32
2020-04-22,São Miguel,1,0.53,18.57,0.574,0.518,9.32,19.87
2020-04-22,São Miguel Do Gostoso,1,0.51,24.42,0.5579999999999999,0.46799999999999997,6.76,21.71
2020-04-22,São Pedro,1,0.52,37.17,0.574,0.449,10.25,18.48
2020-04-22,São Rafael,3,0.52,10.82,0.588,0.493,11.75,17.98
2020-04-22,Serra De São Bento,1,0.53,32.29,0.551,0.48200000000000004,9.89,26.18
2020-04-22,Serra Negra Do Norte,1,0.42,8.31,0.578,0.46799999999999997,8.83,10.43
2020-04-22,Taipu,1,0.45,32.17,0.544,0.435,7.65,16.2
2020-04-22,Tenente Ananias,2,0.46,12.6,0.57,0.46799999999999997,9.43,16.07
2020-04-22,Tibau,2,0.55,13.02,0.627,0.53,6.67,10.19
2020-04-22,Touros,1,0.52,20.05,0.562,0.466,6.84,21.48
2020-04-21,Acari,1,0.49,2.06,0.633,0.634,9.88,5.18
2020-04-21,Açu,24,0.53,10.49,0.6409999999999999,0.568,6.99,7.68
2020-04-21,Alexandria,1,0.53,10.68,0.581,0.491,11.07,21.46
2020-04-21,Alto Do Rodrigues,1,0.47,3.79,0.647,0.585,6.32,7.74
2020-04-21,Apodi,7,0.55,10.18,0.611,0.5710000000000001,8.1,13.98
2020-04-21,Areia Branca,4,0.48,7.72,0.647,0.621,7.94,6.17
2020-04-21,Baía Formosa,1,0.47,2.47,0.59,0.534,6.12,11.09
2020-04-21,Barcelona,1,0.5,19.66,0.564,0.442,11.87,20.03
2020-04-21,Bento Fernandes,2,0.47,30.26,0.542,0.494,7.9,22.61
2020-04-21,Canguaretama,7,0.49,17.39,0.557,0.486,6.21,18.11
2020-04-21,Caraúbas,1,0.54,23.35,0.594,0.556,9.89,20.91
2020-04-21,Carnaubais,1,0.52,28.7,0.583,0.47600000000000003,7.64,16.41
2020-04-21,Ceará Mirim,8,0.51,9.69,0.599,0.505,6.96,12.12
2020-04-21,Cerro Corá,1,0.54,31.01,0.573,0.518,9.89,25.88
2020-04-21,Coronel João Pessoa,1,0.5,8.18,0.5489999999999999,0.47100000000000003,9.24,23.05
2020-04-21,Currais Novos,2,0.58,5.49,0.6729999999999999,0.617,9.59,7.7
2020-04-21,Encanto,4,0.47,23.8,0.589,0.536,9.83,13.74
2020-04-21,Extremoz,6,0.54,7.35,0.64,0.555,6.32,9.19
2020-04-21,Ielmo Marinho,1,0.51,42.52,0.521,0.418,7.37,26.37
2020-04-21,Ipanguaçu,2,0.48,8.4,0.568,0.518,6.5,15.18
2020-04-21,Jaçanã,1,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-04-21,Januário Cicco,1,0.53,31.19,0.511,0.48100000000000004,8.8,32.12
2020-04-21,Lagoa De Pedras,1,0.52,25.57,0.529,0.436,8.9,28.71
2020-04-21,Lajes Pintadas,1,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-04-21,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-04-21,Macaíba,11,0.5,15.19,0.613,0.545,6.76,8.6
2020-04-21,Monte Alegre,3,0.52,9.08,0.578,0.507,8.03,15.17
2020-04-21,Mossoró,106,0.52,4.16,0.6940000000000001,0.6629999999999999,6.33,3.72
2020-04-21,Natal,304,0.61,0.98,0.768,0.6940000000000001,7.02,2.92
2020-04-21,Nísia Floresta,1,0.53,8.47,0.601,0.518,6.21,14.57
2020-04-21,Parnamirim,73,0.55,0.73,0.75,0.726,4.67,2.68
2020-04-21,Passa E Fica,1,0.51,15.25,0.565,0.516,9.68,19.59
2020-04-21,Pau Dos Ferros,2,0.54,1.65,0.6659999999999999,0.584,8.49,6.13
2020-04-21,Poço Branco,1,0.56,21.7,0.562,0.47100000000000003,7.38,24.91
2020-04-21,Santa Cruz,3,0.52,9.9,0.597,0.564,8.27,15.6
2020-04-21,Santo Antônio,5,0.57,20.88,0.595,0.512,8.98,20.39
2020-04-21,São Gonçalo Do Amarante,34,0.44,5.01,0.619,0.564,5.28,6.05
2020-04-21,São José De Mipibu,5,0.55,15.34,0.599,0.508,7.23,17.32
2020-04-21,São Miguel,1,0.53,18.57,0.574,0.518,9.32,19.87
2020-04-21,São Miguel Do Gostoso,1,0.51,24.42,0.5579999999999999,0.46799999999999997,6.76,21.71
2020-04-21,São Pedro,1,0.52,37.17,0.574,0.449,10.25,18.48
2020-04-21,São Rafael,1,0.52,10.82,0.588,0.493,11.75,17.98
2020-04-21,Serra De São Bento,1,0.53,32.29,0.551,0.48200000000000004,9.89,26.18
2020-04-21,Taipu,1,0.45,32.17,0.544,0.435,7.65,16.2
2020-04-21,Tenente Ananias,2,0.46,12.6,0.57,0.46799999999999997,9.43,16.07
2020-04-21,Tibau,2,0.55,13.02,0.627,0.53,6.67,10.19
2020-04-21,Touros,1,0.52,20.05,0.562,0.466,6.84,21.48
2020-04-20,Acari,1,0.49,2.06,0.633,0.634,9.88,5.18
2020-04-20,Açu,20,0.53,10.49,0.6409999999999999,0.568,6.99,7.68
2020-04-20,Alto Do Rodrigues,1,0.47,3.79,0.647,0.585,6.32,7.74
2020-04-20,Apodi,7,0.55,10.18,0.611,0.5710000000000001,8.1,13.98
2020-04-20,Areia Branca,4,0.48,7.72,0.647,0.621,7.94,6.17
2020-04-20,Baía Formosa,1,0.47,2.47,0.59,0.534,6.12,11.09
2020-04-20,Barcelona,1,0.5,19.66,0.564,0.442,11.87,20.03
2020-04-20,Bento Fernandes,1,0.47,30.26,0.542,0.494,7.9,22.61
2020-04-20,Canguaretama,6,0.49,17.39,0.557,0.486,6.21,18.11
2020-04-20,Caraúbas,1,0.54,23.35,0.594,0.556,9.89,20.91
2020-04-20,Carnaubais,1,0.52,28.7,0.583,0.47600000000000003,7.64,16.41
2020-04-20,Ceará Mirim,7,0.51,9.69,0.599,0.505,6.96,12.12
2020-04-20,Cerro Corá,1,0.54,31.01,0.573,0.518,9.89,25.88
2020-04-20,Coronel João Pessoa,1,0.5,8.18,0.5489999999999999,0.47100000000000003,9.24,23.05
2020-04-20,Currais Novos,1,0.58,5.49,0.6729999999999999,0.617,9.59,7.7
2020-04-20,Encanto,4,0.47,23.8,0.589,0.536,9.83,13.74
2020-04-20,Extremoz,6,0.54,7.35,0.64,0.555,6.32,9.19
2020-04-20,Ielmo Marinho,1,0.51,42.52,0.521,0.418,7.37,26.37
2020-04-20,Ipanguaçu,2,0.48,8.4,0.568,0.518,6.5,15.18
2020-04-20,Jaçanã,1,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-04-20,Januário Cicco,1,0.53,31.19,0.511,0.48100000000000004,8.8,32.12
2020-04-20,Lagoa De Pedras,1,0.52,25.57,0.529,0.436,8.9,28.71
2020-04-20,Lajes Pintadas,1,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-04-20,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-04-20,Macaíba,10,0.5,15.19,0.613,0.545,6.76,8.6
