,city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
272522,Serra Negra do Norte,2413409.0,2020-06-27,26,8078.0,False,True,42,519.9306799999999,2020-06-25,0.0476,2,67,city,RN,0,0
272523,Serra de São Bento,2413300.0,2020-06-27,26,5762.0,False,True,6,104.13051,2020-06-25,0.0,0,73,city,RN,0,0
272524,Serra do Mel,2413359.0,2020-06-27,26,11938.0,False,True,58,485.84352,2020-06-25,0.0345,2,61,city,RN,0,0
272525,Serrinha,2413508.0,2020-06-27,26,6229.0,False,True,10,160.53941,2020-06-25,0.0,0,37,city,RN,0,0
272526,Serrinha dos Pintos,2413557.0,2020-06-27,26,4800.0,False,True,3,62.5,2020-06-25,0.0,0,9,city,RN,0,0
272527,Severiano Melo,2413607.0,2020-06-27,26,2440.0,False,True,12,491.80328,2020-06-25,0.0,0,45,city,RN,0,0
272528,São Bento do Norte,2411601.0,2020-06-27,26,2747.0,False,True,12,436.84019000000006,2020-06-25,0.0,0,39,city,RN,0,0
272529,São Bento do Trairí,2411700.0,2020-06-27,26,4449.0,False,True,11,247.24657000000002,2020-06-25,0.0,0,39,city,RN,0,0
272530,São Fernando,2411809.0,2020-06-27,26,3584.0,False,True,6,167.41071000000002,2020-06-25,0.1667,1,40,city,RN,0,0
272531,São Francisco do Oeste,2411908.0,2020-06-27,26,4228.0,False,True,2,47.30369,2020-06-25,0.0,0,13,city,RN,0,0
272532,São Gonçalo do Amarante,2412005.0,2020-06-27,26,102400.0,False,True,1105,1079.10156,2020-06-25,0.0371,41,92,city,RN,0,0
272533,São José de Mipibu,2412203.0,2020-06-27,26,43899.0,False,True,357,813.23037,2020-06-25,0.013999999999999999,5,92,city,RN,0,0
272534,São José do Campestre,2412302.0,2020-06-27,26,12856.0,False,True,45,350.03111,2020-06-25,0.0667,3,30,city,RN,0,0
272535,São José do Seridó,2412401.0,2020-06-27,26,4634.0,False,True,8,172.63703,2020-06-25,0.0,0,28,city,RN,0,0
272536,São João do Sabugi,2412104.0,2020-06-27,26,6193.0,False,True,8,129.1781,2020-06-25,0.0,0,37,city,RN,0,0
272537,São Miguel,2412500.0,2020-06-27,26,23519.0,False,True,31,131.80833,2020-06-25,0.0,0,72,city,RN,0,0
272538,São Miguel do Gostoso,2412559.0,2020-06-27,26,10282.0,False,True,33,320.94923,2020-06-25,0.0909,3,75,city,RN,0,0
272539,São Paulo do Potengi,2412609.0,2020-06-27,26,17579.0,False,True,78,443.71125,2020-06-25,0.0769,6,61,city,RN,0,0
272540,São Pedro,2412708.0,2020-06-27,26,5971.0,False,True,39,653.15693,2020-06-25,0.0769,3,84,city,RN,0,0
272541,São Rafael,2412807.0,2020-06-27,26,8202.0,False,True,41,499.87807999999995,2020-06-25,0.0488,2,71,city,RN,0,0
272542,São Tomé,2412906.0,2020-06-27,26,11055.0,False,True,54,488.46675999999997,2020-06-25,0.037000000000000005,2,57,city,RN,0,0
272543,São Vicente,2413003.0,2020-06-27,26,6424.0,False,True,8,124.53299999999999,2020-06-25,0.0,0,51,city,RN,0,0
272544,Taboleiro Grande,2413805.0,2020-06-27,26,2566.0,False,True,6,233.82697000000002,2020-06-25,0.1667,1,58,city,RN,0,0
272545,Taipu,2413904.0,2020-06-27,26,12279.0,False,True,28,228.0316,2020-06-25,0.0357,1,84,city,RN,0,0
272546,Tangará,2414001.0,2020-06-27,26,15727.0,False,True,26,165.32079,2020-06-25,0.1154,3,30,city,RN,0,0
272547,Tenente Ananias,2414100.0,2020-06-27,26,10786.0,False,True,20,185.42555,2020-06-25,0.1,2,84,city,RN,0,0
272548,Tenente Laurentino Cruz,2414159.0,2020-06-27,26,5952.0,False,True,16,268.8172,2020-06-25,0.0,0,46,city,RN,0,0
272549,Tibau,2411056.0,2020-06-27,26,4106.0,False,True,29,706.28349,2020-06-25,0.0345,1,92,city,RN,0,0
272550,Tibau do Sul,2414209.0,2020-06-27,26,14180.0,False,True,78,550.07052,2020-06-25,0.0,0,45,city,RN,0,0
272551,Timbaúba dos Batistas,2414308.0,2020-06-27,26,2414.0,False,True,9,372.82518999999996,2020-06-25,0.0,0,28,city,RN,0,0
272552,Touros,2414407.0,2020-06-27,26,33287.0,False,True,279,838.16505,2020-06-25,0.0287,8,72,city,RN,0,0
272553,Triunfo Potiguar,2414456.0,2020-06-27,26,3237.0,False,True,2,61.7856,2020-06-25,0.0,0,13,city,RN,0,0
272554,Umarizal,2414506.0,2020-06-27,26,10555.0,False,True,16,151.58693,2020-06-25,0.0625,1,47,city,RN,0,0
272555,Upanema,2414605.0,2020-06-27,26,14659.0,False,True,10,68.21748000000001,2020-06-25,0.1,1,53,city,RN,0,0
272556,Venha-Ver,2414753.0,2020-06-27,26,4177.0,False,True,4,95.76250999999999,2020-06-25,0.25,1,30,city,RN,0,0
272557,Vera Cruz,2414803.0,2020-06-27,26,12481.0,False,True,61,488.74289000000005,2020-06-25,0.0656,4,31,city,RN,0,0
272558,Vila Flor,2415008.0,2020-06-27,26,3170.0,False,True,25,788.6435299999999,2020-06-25,0.0,0,26,city,RN,0,0
272559,Viçosa,2414902.0,2020-06-27,26,1718.0,False,True,3,174.62165,2020-06-25,0.0,0,38,city,RN,0,0
272560,Várzea,2414704.0,2020-06-27,26,5500.0,False,True,18,327.27272999999997,2020-06-25,0.0556,1,43,city,RN,0,0
277584,Acari,2400109.0,2020-06-28,27,11136.0,False,False,24,215.51724,2020-06-28,0.0417,1,77,city,RN,14,1
277585,Afonso Bezerra,2400307.0,2020-06-28,27,11035.0,False,False,44,398.73131,2020-06-28,0.0909,4,55,city,RN,7,0
277586,Alexandria,2400505.0,2020-06-28,27,13577.0,False,False,15,110.48096000000001,2020-06-28,0.1333,2,69,city,RN,5,1
277587,Almino Afonso,2400604.0,2020-06-28,27,4735.0,False,False,14,295.67054,2020-06-28,0.0,0,48,city,RN,7,0
277588,Alto do Rodrigues,2400703.0,2020-06-28,27,14529.0,False,False,177,1218.25315,2020-06-28,0.0339,6,72,city,RN,53,0
277589,Angicos,2400802.0,2020-06-28,27,11714.0,False,False,77,657.3331099999999,2020-06-28,0.026000000000000002,2,46,city,RN,52,0
277590,Antônio Martins,2400901.0,2020-06-28,27,7145.0,False,False,3,41.9874,2020-06-28,0.3333,1,49,city,RN,0,1
277591,Apodi,2401008.0,2020-06-28,27,35845.0,False,False,740,2064.44413,2020-06-28,0.0122,9,91,city,RN,27,0
277592,Areia Branca,2401107.0,2020-06-28,27,27774.0,False,False,559,2012.67372,2020-06-28,0.068,38,85,city,RN,109,1
277593,Arês,2401206.0,2020-06-28,27,14306.0,False,False,90,629.10667,2020-06-28,0.0,0,65,city,RN,36,0
277594,Açu,2400208.0,2020-06-28,27,58017.0,False,False,423,729.0966400000001,2020-06-28,0.0355,15,93,city,RN,102,1
277595,Baraúna,2401453.0,2020-06-28,27,28374.0,False,False,217,764.7846599999999,2020-06-28,0.0415,9,72,city,RN,28,0
277596,Barcelona,2401503.0,2020-06-28,27,3998.0,False,False,13,325.16258,2020-06-28,0.0,0,74,city,RN,1,0
277597,Baía Formosa,2401404.0,2020-06-28,27,9271.0,False,False,27,291.23072,2020-06-28,0.037000000000000005,1,87,city,RN,8,0
277598,Bento Fernandes,2401602.0,2020-06-28,27,5497.0,False,False,10,181.91741000000002,2020-06-28,0.0,0,72,city,RN,-1,-2
277599,Bodó,2401651.0,2020-06-28,27,2223.0,False,False,2,89.96851,2020-06-28,0.0,0,22,city,RN,0,0
277600,Bom Jesus,2401701.0,2020-06-28,27,10210.0,False,False,56,548.4818799999999,2020-06-28,0.0357,2,60,city,RN,10,0
277601,Brejinho,2401800.0,2020-06-28,27,12699.0,False,False,59,464.60350999999997,2020-06-28,0.0169,1,61,city,RN,16,1
277602,Caicó,2402006.0,2020-06-28,27,67952.0,False,False,310,456.20437999999996,2020-06-28,0.0161,5,93,city,RN,37,1
277603,Caiçara do Norte,2401859.0,2020-06-28,27,6549.0,False,False,42,641.31929,2020-06-28,0.0238,1,48,city,RN,12,0
277604,Caiçara do Rio do Vento,2401909.0,2020-06-28,27,3684.0,False,False,46,1248.6427800000001,2020-06-28,0.0217,1,42,city,RN,7,0
277605,Campo Redondo,2402105.0,2020-06-28,27,11217.0,False,False,48,427.9219,2020-06-28,0.0,0,68,city,RN,23,0
277606,Canguaretama,2402204.0,2020-06-28,27,34276.0,False,False,144,420.11903,2020-06-28,0.0625,9,78,city,RN,61,0
277607,Caraúbas,2402303.0,2020-06-28,27,20493.0,False,False,142,692.91953,2020-06-28,0.0,0,87,city,RN,15,0
277608,Carnaubais,2402501.0,2020-06-28,27,10759.0,False,False,62,576.26173,2020-06-28,0.0323,2,91,city,RN,26,0
277609,Carnaúba dos Dantas,2402402.0,2020-06-28,27,8180.0,False,False,21,256.72372,2020-06-28,0.0952,2,68,city,RN,13,0
277610,Ceará-Mirim,2402600.0,2020-06-28,27,73497.0,False,False,450,612.26989,2020-06-28,0.0533,24,89,city,RN,68,5
277611,Cerro Corá,2402709.0,2020-06-28,27,11179.0,False,False,12,107.34413,2020-06-28,0.0833,1,78,city,RN,6,0
277612,Coronel Ezequiel,2402808.0,2020-06-28,27,5506.0,False,False,20,363.2401,2020-06-28,0.0,0,22,city,RN,7,0
277613,Coronel João Pessoa,2402907.0,2020-06-28,27,4912.0,False,False,6,122.14984,2020-06-28,0.1667,1,76,city,RN,0,0
277614,Cruzeta,2403004.0,2020-06-28,27,7998.0,False,False,16,200.05001000000001,2020-06-28,0.0,0,40,city,RN,0,0
277615,Currais Novos,2403103.0,2020-06-28,27,44786.0,False,False,172,384.04859,2020-06-28,0.0233,4,77,city,RN,34,2
277616,Doutor Severiano,2403202.0,2020-06-28,27,7076.0,False,False,16,226.11645,2020-06-28,0.0625,1,40,city,RN,0,0
277617,Encanto,2403301.0,2020-06-28,27,5638.0,False,False,20,354.73572,2020-06-28,0.1,2,79,city,RN,1,-1
277618,Equador,2403400.0,2020-06-28,27,6045.0,False,False,7,115.79818,2020-06-28,0.0,0,29,city,RN,0,0
277619,Espírito Santo,2403509.0,2020-06-28,27,10505.0,False,False,62,590.19515,2020-06-28,0.0161,1,42,city,RN,28,0
277620,Extremoz,2403608.0,2020-06-28,27,28583.0,False,False,307,1074.065,2020-06-28,0.0326,10,87,city,RN,35,3
277621,Felipe Guerra,2403707.0,2020-06-28,27,5985.0,False,False,81,1353.38346,2020-06-28,0.0123,1,56,city,RN,30,0
277622,Fernando Pedroza,2403756.0,2020-06-28,27,3054.0,False,False,17,556.64702,2020-06-28,0.0,0,68,city,RN,7,0
277623,Florânia,2403806.0,2020-06-28,27,9116.0,False,False,32,351.03115,2020-06-28,0.0,0,42,city,RN,14,0
277624,Francisco Dantas,2403905.0,2020-06-28,27,2824.0,False,False,3,106.23228999999999,2020-06-28,0.0,0,29,city,RN,1,0
277625,Frutuoso Gomes,2404002.0,2020-06-28,27,4068.0,False,False,4,98.32842,2020-06-28,0.0,0,42,city,RN,-1,0
277626,Galinhos,2404101.0,2020-06-28,27,2786.0,False,False,23,825.55635,2020-06-28,0.0,0,43,city,RN,6,0
277627,Goianinha,2404200.0,2020-06-28,27,26328.0,False,False,229,869.7964099999999,2020-06-28,0.0131,3,55,city,RN,62,1
277628,Governador Dix-Sept Rosado,2404309.0,2020-06-28,27,13037.0,False,False,51,391.19428999999997,2020-06-28,0.0,0,48,city,RN,14,0
277629,Grossos,2404408.0,2020-06-28,27,10383.0,False,False,147,1415.7757900000001,2020-06-28,0.0068,1,56,city,RN,60,-1
277630,Guamaré,2404507.0,2020-06-28,27,15659.0,False,False,203,1296.3790800000002,2020-06-28,0.0246,5,65,city,RN,40,0
277631,Ielmo Marinho,2404606.0,2020-06-28,27,13766.0,False,False,72,523.02775,2020-06-28,0.0139,1,71,city,RN,27,-1
277633,Ipanguaçu,2404705.0,2020-06-28,27,15491.0,False,False,60,387.32167000000004,2020-06-28,0.1167,7,74,city,RN,12,-2
277634,Ipueira,2404804.0,2020-06-28,27,2241.0,False,False,4,178.49174,2020-06-28,0.0,0,41,city,RN,0,0
277635,Itajá,2404853.0,2020-06-28,27,7548.0,False,False,94,1245.36301,2020-06-28,0.0106,1,63,city,RN,20,0
277636,Itaú,2404903.0,2020-06-28,27,5878.0,False,False,17,289.21402,2020-06-28,0.0,0,49,city,RN,2,0
277637,Jandaíra,2405108.0,2020-06-28,27,6878.0,False,False,39,567.0253,2020-06-28,0.0256,1,36,city,RN,10,0
277638,Janduís,2405207.0,2020-06-28,27,5268.0,False,False,8,151.86029,2020-06-28,0.125,1,42,city,RN,1,0
277639,Januário Cicco,2405306.0,2020-06-28,27,10181.0,False,False,14,137.51105,2020-06-28,0.0,0,78,city,RN,1,0
277640,Japi,2405405.0,2020-06-28,27,5055.0,False,False,13,257.17112000000003,2020-06-28,0.0,0,32,city,RN,5,0
277641,Jardim de Angicos,2405504.0,2020-06-28,27,2612.0,False,False,3,114.85452,2020-06-28,0.0,0,42,city,RN,0,0
277642,Jardim de Piranhas,2405603.0,2020-06-28,27,14837.0,False,False,66,444.83385999999996,2020-06-28,0.0303,2,29,city,RN,25,0
277643,Jardim do Seridó,2405702.0,2020-06-28,27,12396.0,False,False,45,363.02033,2020-06-28,0.0222,1,48,city,RN,15,0
277644,Jaçanã,2405009.0,2020-06-28,27,9133.0,False,False,54,591.26245,2020-06-28,0.0,0,73,city,RN,20,0
277645,José da Penha,2406007.0,2020-06-28,27,5951.0,False,False,3,50.4117,2020-06-28,0.0,0,5,city,RN,2,0
277646,João Câmara,2405801.0,2020-06-28,27,34955.0,False,False,165,472.03547000000003,2020-06-28,0.0121,2,67,city,RN,50,0
277648,Jucurutu,2406106.0,2020-06-28,27,18295.0,False,False,87,475.53975999999994,2020-06-28,0.023,2,49,city,RN,12,0
277649,Jundiá,2406155.0,2020-06-28,27,3898.0,False,False,12,307.85017999999997,2020-06-28,0.0,0,31,city,RN,0,0
277650,Lagoa Nova,2406502.0,2020-06-28,27,15614.0,False,False,13,83.25861,2020-06-28,0.0769,1,48,city,RN,1,0
277651,Lagoa Salgada,2406601.0,2020-06-28,27,8245.0,False,False,31,375.98545,2020-06-28,0.0,0,62,city,RN,10,0
277652,Lagoa d'Anta,2406205.0,2020-06-28,27,6769.0,False,False,49,723.8883099999999,2020-06-28,0.0204,1,42,city,RN,11,0
277653,Lagoa de Pedras,2406304.0,2020-06-28,27,7544.0,False,False,15,198.83351000000002,2020-06-28,0.0667,1,78,city,RN,9,0
277654,Lagoa de Velhos,2406403.0,2020-06-28,27,2732.0,False,False,37,1354.3191800000002,2020-06-28,0.027000000000000003,1,38,city,RN,9,1
277655,Lajes,2406700.0,2020-06-28,27,11277.0,False,False,40,354.70427,2020-06-28,0.025,1,55,city,RN,16,0
277656,Lajes Pintadas,2406809.0,2020-06-28,27,4759.0,False,False,51,1071.65371,2020-06-28,0.0196,1,71,city,RN,2,0
277657,Lucrécia,2406908.0,2020-06-28,27,3996.0,False,False,5,125.12513,2020-06-28,0.0,0,35,city,RN,0,0
277658,Luís Gomes,2407005.0,2020-06-28,27,10116.0,False,False,17,168.05061,2020-06-28,0.0588,1,91,city,RN,5,0
277659,Macau,2407203.0,2020-06-28,27,31814.0,False,False,189,594.07808,2020-06-28,0.0741,14,52,city,RN,76,2
277660,Macaíba,2407104.0,2020-06-28,27,80792.0,False,False,517,639.91484,2020-06-28,0.0426,22,93,city,RN,102,1
277661,Major Sales,2407252.0,2020-06-28,27,4020.0,False,False,1,24.87562,2020-06-28,0.0,0,6,city,RN,0,0
277662,Marcelino Vieira,2407302.0,2020-06-28,27,8347.0,False,False,16,191.68563999999998,2020-06-28,0.0,0,21,city,RN,6,0
277663,Martins,2407401.0,2020-06-28,27,8725.0,False,False,12,137.53582,2020-06-28,0.0,0,47,city,RN,6,0
277664,Maxaranguape,2407500.0,2020-06-28,27,12371.0,False,False,54,436.50473,2020-06-28,0.0185,1,58,city,RN,14,0
277665,Messias Targino,2407609.0,2020-06-28,27,4601.0,False,False,11,239.07846,2020-06-28,0.0909,1,35,city,RN,1,0
277666,Montanhas,2407708.0,2020-06-28,27,11251.0,False,False,49,435.51684000000006,2020-06-28,0.0408,2,66,city,RN,12,-1
277667,Monte Alegre,2407807.0,2020-06-28,27,22451.0,False,False,113,503.31834000000003,2020-06-28,0.0177,2,93,city,RN,10,0
277668,Monte das Gameleiras,2407906.0,2020-06-28,27,2105.0,False,False,7,332.54157000000004,2020-06-28,0.0,0,19,city,RN,2,0
277669,Mossoró,2408003.0,2020-06-28,27,297378.0,False,False,2767,930.4656,2020-06-28,0.0448,124,100,city,RN,325,10
277670,Natal,2408102.0,2020-06-28,27,884122.0,False,False,11357,1284.55123,2020-06-28,0.0366,416,109,city,RN,2123,73
277671,Nova Cruz,2408300.0,2020-06-28,27,37343.0,False,False,244,653.40224,2020-06-28,0.0574,14,62,city,RN,88,3
277672,Nísia Floresta,2408201.0,2020-06-28,27,27602.0,False,False,161,583.29107,2020-06-28,0.0186,3,77,city,RN,15,1
277673,Olho-d'Água do Borges,2408409.0,2020-06-28,27,4258.0,False,False,17,399.24847,2020-06-28,0.0,0,38,city,RN,4,0
277674,Ouro Branco,2408508.0,2020-06-28,27,4812.0,False,False,21,436.40898,2020-06-28,0.0,0,65,city,RN,6,0
277675,Paraná,2408607.0,2020-06-28,27,4254.0,False,False,7,164.55101000000002,2020-06-28,0.0,0,47,city,RN,1,0
277676,Parazinho,2408805.0,2020-06-28,27,5237.0,False,False,37,706.51136,2020-06-28,0.0,0,52,city,RN,18,0
277677,Paraú,2408706.0,2020-06-28,27,3768.0,False,False,16,424.62845,2020-06-28,0.0625,1,55,city,RN,5,1
277678,Parelhas,2408904.0,2020-06-28,27,21477.0,False,False,39,181.58961000000002,2020-06-28,0.0,0,60,city,RN,7,0
277679,Parnamirim,2403251.0,2020-06-28,27,261469.0,False,False,2831,1082.72874,2020-06-28,0.0268,76,101,city,RN,402,3
277680,Passa e Fica,2409100.0,2020-06-28,27,13277.0,False,False,21,158.16826,2020-06-28,0.0476,1,93,city,RN,3,0
277681,Passagem,2409209.0,2020-06-28,27,3089.0,False,False,17,550.33992,2020-06-28,0.0,0,32,city,RN,3,0
277682,Patu,2409308.0,2020-06-28,27,12755.0,False,False,16,125.441,2020-06-28,0.0625,1,41,city,RN,7,0
277683,Pau dos Ferros,2409407.0,2020-06-28,27,30394.0,False,False,50,164.50615,2020-06-28,0.02,1,77,city,RN,14,-1
277684,Pedra Grande,2409506.0,2020-06-28,27,3237.0,False,False,29,895.89126,2020-06-28,0.0,0,57,city,RN,2,0
277685,Pedra Preta,2409605.0,2020-06-28,27,2458.0,False,False,6,244.1009,2020-06-28,0.0,0,13,city,RN,4,0
277686,Pedro Avelino,2409704.0,2020-06-28,27,6716.0,False,False,13,193.5676,2020-06-28,0.0,0,43,city,RN,3,0
277687,Pedro Velho,2409803.0,2020-06-28,27,14806.0,False,False,25,168.85047,2020-06-28,0.0,0,55,city,RN,7,0
277688,Pendências,2409902.0,2020-06-28,27,15129.0,False,False,165,1090.62066,2020-06-28,0.0424,7,61,city,RN,37,0
277689,Pilões,2410009.0,2020-06-28,27,3838.0,False,False,17,442.93903,2020-06-28,0.0,0,59,city,RN,4,0
277690,Portalegre,2410207.0,2020-06-28,27,7867.0,False,False,10,127.11326000000001,2020-06-28,0.0,0,60,city,RN,1,0
277691,Porto do Mangue,2410256.0,2020-06-28,27,6437.0,False,False,40,621.40749,2020-06-28,0.05,2,57,city,RN,9,0
277692,Poço Branco,2410108.0,2020-06-28,27,15413.0,False,False,110,713.68325,2020-06-28,0.0182,2,73,city,RN,19,1
277693,Pureza,2410405.0,2020-06-28,27,9621.0,False,False,70,727.5751,2020-06-28,0.0143,1,35,city,RN,10,0
277694,Rafael Fernandes,2410504.0,2020-06-28,27,5098.0,False,False,2,39.23107,2020-06-28,0.0,0,1,city,RN,2,0
277695,Rafael Godeiro,2410603.0,2020-06-28,27,3201.0,False,False,11,343.64261,2020-06-28,0.0,0,27,city,RN,1,0
277696,Riacho da Cruz,2410702.0,2020-06-28,27,3579.0,False,False,10,279.40766,2020-06-28,0.1,1,59,city,RN,0,0
277697,Riachuelo,2410900.0,2020-06-28,27,8128.0,False,False,108,1328.74016,2020-06-28,0.0093,1,59,city,RN,70,0
277698,Rio do Fogo,2408953.0,2020-06-28,27,10848.0,False,False,56,516.22419,2020-06-28,0.0179,1,42,city,RN,9,0
277699,Rodolfo Fernandes,2411007.0,2020-06-28,27,4467.0,False,False,17,380.56861000000004,2020-06-28,0.0,0,48,city,RN,9,0
277700,Ruy Barbosa,2411106.0,2020-06-28,27,3600.0,False,False,33,916.66667,2020-06-28,0.0,0,40,city,RN,14,0
277701,Santa Cruz,2411205.0,2020-06-28,27,39674.0,False,False,176,443.61547,2020-06-28,0.0114,2,79,city,RN,41,0
277702,Santa Maria,2409332.0,2020-06-28,27,5551.0,False,False,56,1008.8272400000001,2020-06-28,0.0357,2,63,city,RN,22,0
277703,Santana do Matos,2411403.0,2020-06-28,27,12791.0,False,False,30,234.53991000000002,2020-06-28,0.0333,1,52,city,RN,8,1
277704,Santana do Seridó,2411429.0,2020-06-28,27,2680.0,False,False,11,410.44776,2020-06-28,0.0,0,34,city,RN,4,0
277705,Santo Antônio,2411502.0,2020-06-28,27,24136.0,False,False,169,700.19887,2020-06-28,0.0414,7,87,city,RN,59,0
277706,Senador Elói de Souza,2413102.0,2020-06-28,27,6086.0,False,False,26,427.20999000000006,2020-06-28,0.0,0,54,city,RN,9,0
277707,Senador Georgino Avelino,2413201.0,2020-06-28,27,4440.0,False,False,16,360.36036,2020-06-28,0.125,2,52,city,RN,3,0
277708,Serra Caiada,2410306.0,2020-06-28,27,10395.0,False,False,48,461.76045999999997,2020-06-28,0.0625,3,48,city,RN,13,0
277709,Serra Negra do Norte,2413409.0,2020-06-28,27,8078.0,False,False,54,668.4823,2020-06-28,0.0185,1,68,city,RN,12,-1
277710,Serra de São Bento,2413300.0,2020-06-28,27,5762.0,False,False,16,277.68136,2020-06-28,0.0,0,74,city,RN,10,0
277711,Serra do Mel,2413359.0,2020-06-28,27,11938.0,False,False,99,829.2846400000001,2020-06-28,0.0202,2,62,city,RN,41,0
277712,Serrinha,2413508.0,2020-06-28,27,6229.0,False,False,13,208.70123999999998,2020-06-28,0.0,0,38,city,RN,3,0
277713,Serrinha dos Pintos,2413557.0,2020-06-28,27,4800.0,False,False,7,145.83333000000002,2020-06-28,0.0,0,10,city,RN,4,0
277714,Severiano Melo,2413607.0,2020-06-28,27,2440.0,False,False,24,983.60656,2020-06-28,0.0,0,46,city,RN,12,0
277715,São Bento do Norte,2411601.0,2020-06-28,27,2747.0,False,False,30,1092.1004699999999,2020-06-28,0.0,0,40,city,RN,18,0
277716,São Bento do Trairí,2411700.0,2020-06-28,27,4449.0,False,False,32,719.26276,2020-06-28,0.0,0,40,city,RN,21,0
277717,São Fernando,2411809.0,2020-06-28,27,3584.0,False,False,6,167.41071000000002,2020-06-28,0.1667,1,41,city,RN,0,0
277718,São Francisco do Oeste,2411908.0,2020-06-28,27,4228.0,False,False,2,47.30369,2020-06-28,0.0,0,14,city,RN,0,0
277719,São Gonçalo do Amarante,2412005.0,2020-06-28,27,102400.0,False,False,1468,1433.59375,2020-06-28,0.0272,40,93,city,RN,363,-1
277720,São José de Mipibu,2412203.0,2020-06-28,27,43899.0,False,False,471,1072.91738,2020-06-28,0.0149,7,93,city,RN,114,2
277721,São José do Campestre,2412302.0,2020-06-28,27,12856.0,False,False,83,645.61294,2020-06-28,0.0361,3,31,city,RN,38,0
277722,São José do Seridó,2412401.0,2020-06-28,27,4634.0,False,False,13,280.53517,2020-06-28,0.0,0,29,city,RN,5,0
277723,São João do Sabugi,2412104.0,2020-06-28,27,6193.0,False,False,11,177.61989,2020-06-28,0.0909,1,38,city,RN,3,1
277724,São Miguel,2412500.0,2020-06-28,27,23519.0,False,False,53,225.34972000000002,2020-06-28,0.0,0,73,city,RN,22,0
277725,São Miguel do Gostoso,2412559.0,2020-06-28,27,10282.0,False,False,54,525.18965,2020-06-28,0.037000000000000005,2,76,city,RN,21,-1
277726,São Paulo do Potengi,2412609.0,2020-06-28,27,17579.0,False,False,182,1035.32624,2020-06-28,0.0385,7,62,city,RN,104,1
277727,São Pedro,2412708.0,2020-06-28,27,5971.0,False,False,39,653.15693,2020-06-28,0.1026,4,85,city,RN,0,1
277728,São Rafael,2412807.0,2020-06-28,27,8202.0,False,False,52,633.99171,2020-06-28,0.0577,3,72,city,RN,11,1
277729,São Tomé,2412906.0,2020-06-28,27,11055.0,False,False,67,606.06061,2020-06-28,0.0149,1,58,city,RN,13,-1
277730,São Vicente,2413003.0,2020-06-28,27,6424.0,False,False,15,233.49937999999997,2020-06-28,0.0,0,52,city,RN,7,0
277731,Sítio Novo,2413706.0,2020-06-28,27,5522.0,False,False,8,144.87505,2020-06-28,0.0,0,1,city,RN,8,0
277732,Taboleiro Grande,2413805.0,2020-06-28,27,2566.0,False,False,9,350.74045,2020-06-28,0.1111,1,59,city,RN,3,0
277733,Taipu,2413904.0,2020-06-28,27,12279.0,False,False,53,431.63124000000005,2020-06-28,0.0189,1,85,city,RN,25,0
277734,Tangará,2414001.0,2020-06-28,27,15727.0,False,False,28,178.03777,2020-06-28,0.0714,2,31,city,RN,2,-1
277735,Tenente Ananias,2414100.0,2020-06-28,27,10786.0,False,False,28,259.59577,2020-06-28,0.0714,2,85,city,RN,8,0
277736,Tenente Laurentino Cruz,2414159.0,2020-06-28,27,5952.0,False,False,25,420.02688,2020-06-28,0.0,0,47,city,RN,9,0
277737,Tibau,2411056.0,2020-06-28,27,4106.0,False,False,45,1095.95714,2020-06-28,0.0222,1,93,city,RN,16,0
277738,Tibau do Sul,2414209.0,2020-06-28,27,14180.0,False,False,94,662.9055,2020-06-28,0.0,0,46,city,RN,16,0
277739,Timbaúba dos Batistas,2414308.0,2020-06-28,27,2414.0,False,False,12,497.10025,2020-06-28,0.0,0,29,city,RN,3,0
277740,Touros,2414407.0,2020-06-28,27,33287.0,False,False,295,886.23186,2020-06-28,0.0237,7,73,city,RN,16,-1
277741,Triunfo Potiguar,2414456.0,2020-06-28,27,3237.0,False,False,8,247.14242000000002,2020-06-28,0.0,0,14,city,RN,6,0
277742,Umarizal,2414506.0,2020-06-28,27,10555.0,False,False,29,274.7513,2020-06-28,0.0345,1,48,city,RN,13,0
277743,Upanema,2414605.0,2020-06-28,27,14659.0,False,False,16,109.14796000000001,2020-06-28,0.125,2,54,city,RN,6,1
277744,Venha-Ver,2414753.0,2020-06-28,27,4177.0,False,False,4,95.76250999999999,2020-06-28,0.25,1,31,city,RN,0,0
277745,Vera Cruz,2414803.0,2020-06-28,27,12481.0,False,False,99,793.20567,2020-06-28,0.0202,2,32,city,RN,38,-2
277746,Vila Flor,2415008.0,2020-06-28,27,3170.0,False,False,34,1072.55521,2020-06-28,0.0,0,27,city,RN,9,0
277747,Viçosa,2414902.0,2020-06-28,27,1718.0,False,False,5,291.03609,2020-06-28,0.0,0,39,city,RN,2,0
277748,Várzea,2414704.0,2020-06-28,27,5500.0,False,False,43,781.81818,2020-06-28,0.0233,1,44,city,RN,25,0
277749,Água Nova,2400406.0,2020-06-28,27,3252.0,False,False,1,30.75031,2020-06-28,0.0,0,1,city,RN,1,0
282784,Acari,2400109.0,2020-06-29,27,11136.0,False,False,25,224.49712999999997,2020-06-29,0.04,1,78,city,RN,1,0
282785,Afonso Bezerra,2400307.0,2020-06-29,27,11035.0,False,False,46,416.85546,2020-06-29,0.087,4,56,city,RN,2,0
