,city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
86045,Paraú,2408706.0,2020-05-16,20,3768.0,False,False,2,53.078559999999996,2020-05-16,0.0,0,12,city,RN,0,0
86046,Parelhas,2408904.0,2020-05-16,20,21477.0,False,False,2,9.312289999999999,2020-05-16,0.0,0,17,city,RN,0,0
86047,Parnamirim,2403251.0,2020-05-16,20,261469.0,False,False,239,91.40663,2020-05-16,0.0251,6,58,city,RN,19,0
86048,Passa e Fica,2409100.0,2020-05-16,20,13277.0,False,False,1,7.53182,2020-05-16,0.0,0,50,city,RN,0,0
86049,Pau dos Ferros,2409407.0,2020-05-16,20,30394.0,False,False,15,49.35185,2020-05-16,0.0667,1,34,city,RN,3,1
86050,Pedra Grande,2409506.0,2020-05-16,20,3237.0,False,False,2,61.7856,2020-05-16,0.0,0,14,city,RN,0,0
86051,Pedro Velho,2409803.0,2020-05-16,20,14806.0,False,False,2,13.50804,2020-05-16,0.0,0,12,city,RN,0,0
86052,Pendências,2409902.0,2020-05-16,20,15129.0,False,False,11,72.70804,2020-05-16,0.0909,1,18,city,RN,2,0
86053,Pilões,2410009.0,2020-05-16,20,3838.0,False,False,2,52.11047,2020-05-16,0.0,0,16,city,RN,0,0
86054,Portalegre,2410207.0,2020-05-16,20,7867.0,False,False,2,25.42265,2020-05-16,0.0,0,17,city,RN,0,0
86055,Porto do Mangue,2410256.0,2020-05-16,20,6437.0,False,False,2,31.07037,2020-05-16,0.0,0,14,city,RN,0,0
86056,Poço Branco,2410108.0,2020-05-16,20,15413.0,False,False,2,12.97606,2020-05-16,0.0,0,30,city,RN,0,0
86057,Riacho da Cruz,2410702.0,2020-05-16,20,3579.0,False,False,1,27.94077,2020-05-16,0.0,0,16,city,RN,0,0
86058,Riachuelo,2410900.0,2020-05-16,20,8128.0,False,False,2,24.6063,2020-05-16,0.0,0,16,city,RN,0,0
86059,Rodolfo Fernandes,2411007.0,2020-05-16,20,4467.0,False,False,1,22.38639,2020-05-16,0.0,0,5,city,RN,0,0
86060,Santa Cruz,2411205.0,2020-05-16,20,39674.0,False,False,19,47.89031,2020-05-16,0.0,0,36,city,RN,2,0
86061,Santa Maria,2409332.0,2020-05-16,20,5551.0,False,False,3,54.04431999999999,2020-05-16,0.0,0,20,city,RN,1,0
86062,Santana do Matos,2411403.0,2020-05-16,20,12791.0,False,False,2,15.63599,2020-05-16,0.0,0,9,city,RN,0,0
86063,Santo Antônio,2411502.0,2020-05-16,20,24136.0,False,False,13,53.86145,2020-05-16,0.0,0,44,city,RN,1,0
86064,Senador Elói de Souza,2413102.0,2020-05-16,20,6086.0,False,False,1,16.43115,2020-05-16,0.0,0,11,city,RN,0,0
86065,Senador Georgino Avelino,2413201.0,2020-05-16,20,4440.0,False,False,2,45.04505,2020-05-16,0.5,1,9,city,RN,0,0
86066,Serra Caiada,2410306.0,2020-05-16,20,10395.0,False,False,2,19.24002,2020-05-16,0.0,0,5,city,RN,1,0
86067,Serra Negra do Norte,2413409.0,2020-05-16,20,8078.0,False,False,2,24.7586,2020-05-16,1.0,2,25,city,RN,0,0
86068,Serra de São Bento,2413300.0,2020-05-16,20,5762.0,False,False,1,17.35509,2020-05-16,0.0,0,31,city,RN,0,0
86069,Serra do Mel,2413359.0,2020-05-16,20,11938.0,False,False,1,8.376610000000001,2020-05-16,0.0,0,19,city,RN,0,0
86070,Severiano Melo,2413607.0,2020-05-16,20,2440.0,False,False,1,40.98361,2020-05-16,0.0,0,3,city,RN,0,0
86071,São Gonçalo do Amarante,2412005.0,2020-05-16,20,102400.0,False,False,90,87.89062,2020-05-16,0.0667,6,50,city,RN,5,2
86072,São José de Mipibu,2412203.0,2020-05-16,20,43899.0,False,False,33,75.17256,2020-05-16,0.0606,2,50,city,RN,0,1
86073,São Miguel,2412500.0,2020-05-16,20,23519.0,False,False,16,68.0301,2020-05-16,0.0,0,30,city,RN,0,0
86074,São Miguel do Gostoso,2412559.0,2020-05-16,20,10282.0,False,False,1,9.72573,2020-05-16,0.0,0,33,city,RN,0,0
86075,São Paulo do Potengi,2412609.0,2020-05-16,20,17579.0,False,False,3,17.065820000000002,2020-05-16,0.0,0,19,city,RN,1,0
86076,São Pedro,2412708.0,2020-05-16,20,5971.0,False,False,1,16.74761,2020-05-16,0.0,0,42,city,RN,0,0
86077,São Rafael,2412807.0,2020-05-16,20,8202.0,False,False,7,85.34504,2020-05-16,0.1429,1,29,city,RN,-1,0
86078,São Tomé,2412906.0,2020-05-16,20,11055.0,False,False,6,54.274080000000005,2020-05-16,0.1667,1,15,city,RN,0,0
86079,São Vicente,2413003.0,2020-05-16,20,6424.0,False,False,1,15.566629999999998,2020-05-16,0.0,0,9,city,RN,0,0
86080,Taboleiro Grande,2413805.0,2020-05-16,20,2566.0,False,False,5,194.85581000000002,2020-05-16,0.2,1,16,city,RN,1,0
86081,Taipu,2413904.0,2020-05-16,20,12279.0,False,False,1,8.143989999999999,2020-05-16,1.0,1,42,city,RN,0,0
86082,Tenente Ananias,2414100.0,2020-05-16,20,10786.0,False,False,9,83.4415,2020-05-16,0.2222,2,42,city,RN,0,0
86083,Tenente Laurentino Cruz,2414159.0,2020-05-16,20,5952.0,False,False,1,16.80108,2020-05-16,0.0,0,4,city,RN,0,0
86084,Tibau,2411056.0,2020-05-16,20,4106.0,False,False,9,219.19142999999997,2020-05-16,0.0,0,50,city,RN,1,0
86085,Tibau do Sul,2414209.0,2020-05-16,20,14180.0,False,False,1,7.0521899999999995,2020-05-16,0.0,0,3,city,RN,0,0
86086,Touros,2414407.0,2020-05-16,20,33287.0,False,False,8,24.03341,2020-05-16,0.125,1,30,city,RN,0,0
86087,Umarizal,2414506.0,2020-05-16,20,10555.0,False,False,2,18.94837,2020-05-16,0.0,0,5,city,RN,1,0
86088,Upanema,2414605.0,2020-05-16,20,14659.0,False,False,2,13.6435,2020-05-16,0.0,0,11,city,RN,1,0
86089,Várzea,2414704.0,2020-05-16,20,5500.0,False,False,1,18.181820000000002,2020-05-16,0.0,0,1,city,RN,1,0
89365,Acari,2400109.0,2020-05-17,21,11136.0,False,False,1,8.97989,2020-05-17,0.0,0,35,city,RN,0,0
89366,Afonso Bezerra,2400307.0,2020-05-17,21,11035.0,False,False,3,27.18623,2020-05-17,0.0,0,13,city,RN,0,0
89367,Alexandria,2400505.0,2020-05-17,21,13577.0,False,False,5,36.82699,2020-05-17,0.2,1,27,city,RN,0,0
89368,Almino Afonso,2400604.0,2020-05-17,21,4735.0,False,False,1,21.119320000000002,2020-05-17,0.0,0,6,city,RN,0,0
89369,Alto do Rodrigues,2400703.0,2020-05-17,21,14529.0,False,False,14,96.35901,2020-05-17,0.0714,1,30,city,RN,1,0
89370,Angicos,2400802.0,2020-05-17,21,11714.0,False,False,1,8.53679,2020-05-17,0.0,0,4,city,RN,0,0
89371,Antônio Martins,2400901.0,2020-05-17,21,7145.0,False,False,1,13.9958,2020-05-17,0.0,0,7,city,RN,0,0
89372,Apodi,2401008.0,2020-05-17,21,35845.0,False,False,102,284.55852000000004,2020-05-17,0.0196,2,49,city,RN,8,0
89373,Areia Branca,2401107.0,2020-05-17,21,27774.0,False,False,73,262.83575,2020-05-17,0.1096,8,43,city,RN,-1,0
89374,Arês,2401206.0,2020-05-17,21,14306.0,False,False,3,20.97022,2020-05-17,0.0,0,23,city,RN,0,0
89375,Açu,2400208.0,2020-05-17,21,58017.0,False,False,71,122.37791999999999,2020-05-17,0.0563,4,51,city,RN,0,0
89376,Baraúna,2401453.0,2020-05-17,21,28374.0,False,False,43,151.54719,2020-05-17,0.0465,2,30,city,RN,11,0
89377,Barcelona,2401503.0,2020-05-17,21,3998.0,False,False,1,25.01251,2020-05-17,0.0,0,32,city,RN,0,0
89378,Baía Formosa,2401404.0,2020-05-17,21,9271.0,False,False,3,32.35897,2020-05-17,0.0,0,45,city,RN,0,0
89379,Bento Fernandes,2401602.0,2020-05-17,21,5497.0,False,False,2,36.38348,2020-05-17,0.0,0,30,city,RN,0,0
89380,Bom Jesus,2401701.0,2020-05-17,21,10210.0,False,False,3,29.382959999999997,2020-05-17,0.3333,1,18,city,RN,0,0
89381,Brejinho,2401800.0,2020-05-17,21,12699.0,False,False,1,7.874639999999999,2020-05-17,0.0,0,19,city,RN,0,0
89382,Caicó,2402006.0,2020-05-17,21,67952.0,False,False,14,20.60278,2020-05-17,0.0,0,51,city,RN,4,0
89383,Caiçara do Norte,2401859.0,2020-05-17,21,6549.0,False,False,2,30.539009999999998,2020-05-17,0.0,0,6,city,RN,0,0
89384,Campo Redondo,2402105.0,2020-05-17,21,11217.0,False,False,3,26.74512,2020-05-17,0.0,0,26,city,RN,0,0
89385,Canguaretama,2402204.0,2020-05-17,21,34276.0,False,False,38,110.86475,2020-05-17,0.1842,7,36,city,RN,0,0
89386,Caraúbas,2402303.0,2020-05-17,21,20493.0,False,False,5,24.39858,2020-05-17,0.0,0,45,city,RN,0,0
89387,Carnaubais,2402501.0,2020-05-17,21,10759.0,False,False,2,18.58909,2020-05-17,0.0,0,49,city,RN,0,0
89388,Carnaúba dos Dantas,2402402.0,2020-05-17,21,8180.0,False,False,1,12.22494,2020-05-17,1.0,1,26,city,RN,0,0
89389,Ceará-Mirim,2402600.0,2020-05-17,21,73497.0,False,False,26,35.37559,2020-05-17,0.1154,3,47,city,RN,3,1
89390,Cerro Corá,2402709.0,2020-05-17,21,11179.0,False,False,1,8.94534,2020-05-17,1.0,1,36,city,RN,0,0
89391,Coronel João Pessoa,2402907.0,2020-05-17,21,4912.0,False,False,2,40.716609999999996,2020-05-17,0.5,1,34,city,RN,0,0
89392,Currais Novos,2403103.0,2020-05-17,21,44786.0,False,False,13,29.02693,2020-05-17,0.0,0,35,city,RN,1,0
89393,Encanto,2403301.0,2020-05-17,21,5638.0,False,False,11,195.10465,2020-05-17,0.1818,2,37,city,RN,0,0
89394,Extremoz,2403608.0,2020-05-17,21,28583.0,False,False,44,153.93766000000002,2020-05-17,0.0227,1,45,city,RN,1,0
89395,Felipe Guerra,2403707.0,2020-05-17,21,5985.0,False,False,18,300.75187999999997,2020-05-17,0.0,0,14,city,RN,5,0
89396,Fernando Pedroza,2403756.0,2020-05-17,21,3054.0,False,False,1,32.74394,2020-05-17,0.0,0,26,city,RN,0,0
89397,Galinhos,2404101.0,2020-05-17,21,2786.0,False,False,1,35.89375,2020-05-17,0.0,0,1,city,RN,1,0
89398,Goianinha,2404200.0,2020-05-17,21,26328.0,False,False,8,30.3859,2020-05-17,0.0,0,13,city,RN,0,0
89399,Governador Dix-Sept Rosado,2404309.0,2020-05-17,21,13037.0,False,False,3,23.011429999999997,2020-05-17,0.0,0,6,city,RN,0,0
89400,Grossos,2404408.0,2020-05-17,21,10383.0,False,False,5,48.155640000000005,2020-05-17,0.2,1,14,city,RN,0,0
89401,Guamaré,2404507.0,2020-05-17,21,15659.0,False,False,13,83.01935,2020-05-17,0.0,0,23,city,RN,1,0
89402,Ielmo Marinho,2404606.0,2020-05-17,21,13766.0,False,False,1,7.26427,2020-05-17,0.0,0,29,city,RN,0,0
89404,Ipanguaçu,2404705.0,2020-05-17,21,15491.0,False,False,18,116.1965,2020-05-17,0.1667,3,32,city,RN,0,0
89405,Itajá,2404853.0,2020-05-17,21,7548.0,False,False,4,52.99417,2020-05-17,0.0,0,21,city,RN,0,0
89406,Itaú,2404903.0,2020-05-17,21,5878.0,False,False,12,204.15107,2020-05-17,0.0,0,7,city,RN,0,0
89407,Januário Cicco,2405306.0,2020-05-17,21,10181.0,False,False,1,9.82222,2020-05-17,0.0,0,36,city,RN,0,0
89408,Jardim do Seridó,2405702.0,2020-05-17,21,12396.0,False,False,1,8.06712,2020-05-17,0.0,0,6,city,RN,0,0
89409,Jaçanã,2405009.0,2020-05-17,21,9133.0,False,False,3,32.84791,2020-05-17,0.0,0,31,city,RN,0,0
89410,João Câmara,2405801.0,2020-05-17,21,34955.0,False,False,3,8.582460000000001,2020-05-17,0.0,0,25,city,RN,0,0
89411,Jucurutu,2406106.0,2020-05-17,21,18295.0,False,False,1,5.4659699999999996,2020-05-17,0.0,0,7,city,RN,0,0
89412,Lagoa Nova,2406502.0,2020-05-17,21,15614.0,False,False,1,6.40451,2020-05-17,0.0,0,6,city,RN,0,0
89413,Lagoa Salgada,2406601.0,2020-05-17,21,8245.0,False,False,2,24.25713,2020-05-17,0.0,0,20,city,RN,0,0
89414,Lagoa de Pedras,2406304.0,2020-05-17,21,7544.0,False,False,2,26.511129999999998,2020-05-17,0.5,1,36,city,RN,0,0
89415,Lajes,2406700.0,2020-05-17,21,11277.0,False,False,1,8.86761,2020-05-17,0.0,0,13,city,RN,0,0
89416,Lajes Pintadas,2406809.0,2020-05-17,21,4759.0,False,False,5,105.06409,2020-05-17,0.0,0,29,city,RN,0,0
89417,Luís Gomes,2407005.0,2020-05-17,21,10116.0,False,False,1,9.88533,2020-05-17,0.0,0,49,city,RN,0,0
89418,Macau,2407203.0,2020-05-17,21,31814.0,False,False,16,50.292320000000004,2020-05-17,0.0,0,10,city,RN,1,0
89419,Macaíba,2407104.0,2020-05-17,21,80792.0,False,False,41,50.7476,2020-05-17,0.0732,3,51,city,RN,2,0
89420,Martins,2407401.0,2020-05-17,21,8725.0,False,False,2,22.922639999999998,2020-05-17,0.0,0,5,city,RN,0,0
89421,Maxaranguape,2407500.0,2020-05-17,21,12371.0,False,False,1,8.08342,2020-05-17,0.0,0,16,city,RN,0,0
89422,Montanhas,2407708.0,2020-05-17,21,11251.0,False,False,2,17.7762,2020-05-17,0.5,1,24,city,RN,0,0
89423,Monte Alegre,2407807.0,2020-05-17,21,22451.0,False,False,8,35.63316,2020-05-17,0.0,0,51,city,RN,0,0
89424,Mossoró,2408003.0,2020-05-17,21,297378.0,False,False,538,180.91453,2020-05-17,0.0502,27,58,city,RN,11,0
89425,Natal,2408102.0,2020-05-17,21,884122.0,False,False,1360,153.82492,2020-05-17,0.0265,36,67,city,RN,72,0
89426,Nova Cruz,2408300.0,2020-05-17,21,37343.0,False,False,6,16.06727,2020-05-17,0.0,0,20,city,RN,2,0
89427,Nísia Floresta,2408201.0,2020-05-17,21,27602.0,False,False,10,36.22926,2020-05-17,0.1,1,35,city,RN,0,0
89428,Ouro Branco,2408508.0,2020-05-17,21,4812.0,False,False,1,20.78138,2020-05-17,0.0,0,23,city,RN,0,0
89429,Paraná,2408607.0,2020-05-17,21,4254.0,False,False,1,23.50729,2020-05-17,0.0,0,5,city,RN,0,0
89430,Parazinho,2408805.0,2020-05-17,21,5237.0,False,False,1,19.0949,2020-05-17,0.0,0,10,city,RN,0,0
89431,Paraú,2408706.0,2020-05-17,21,3768.0,False,False,2,53.078559999999996,2020-05-17,0.0,0,13,city,RN,0,0
89432,Parelhas,2408904.0,2020-05-17,21,21477.0,False,False,3,13.96843,2020-05-17,0.0,0,18,city,RN,1,0
89433,Parnamirim,2403251.0,2020-05-17,21,261469.0,False,False,246,94.08381,2020-05-17,0.0285,7,59,city,RN,7,1
89434,Passa e Fica,2409100.0,2020-05-17,21,13277.0,False,False,1,7.53182,2020-05-17,0.0,0,51,city,RN,0,0
89435,Pau dos Ferros,2409407.0,2020-05-17,21,30394.0,False,False,15,49.35185,2020-05-17,0.0667,1,35,city,RN,0,0
89436,Pedra Grande,2409506.0,2020-05-17,21,3237.0,False,False,2,61.7856,2020-05-17,0.0,0,15,city,RN,0,0
89437,Pedro Avelino,2409704.0,2020-05-17,21,6716.0,False,False,1,14.88982,2020-05-17,0.0,0,1,city,RN,1,0
89438,Pedro Velho,2409803.0,2020-05-17,21,14806.0,False,False,2,13.50804,2020-05-17,0.0,0,13,city,RN,0,0
89439,Pendências,2409902.0,2020-05-17,21,15129.0,False,False,9,59.4884,2020-05-17,0.1111,1,19,city,RN,-2,0
89440,Pilões,2410009.0,2020-05-17,21,3838.0,False,False,2,52.11047,2020-05-17,0.0,0,17,city,RN,0,0
89441,Portalegre,2410207.0,2020-05-17,21,7867.0,False,False,2,25.42265,2020-05-17,0.0,0,18,city,RN,0,0
89442,Porto do Mangue,2410256.0,2020-05-17,21,6437.0,False,False,2,31.07037,2020-05-17,0.0,0,15,city,RN,0,0
89443,Poço Branco,2410108.0,2020-05-17,21,15413.0,False,False,2,12.97606,2020-05-17,0.0,0,31,city,RN,0,0
89444,Riacho da Cruz,2410702.0,2020-05-17,21,3579.0,False,False,1,27.94077,2020-05-17,0.0,0,17,city,RN,0,0
89445,Riachuelo,2410900.0,2020-05-17,21,8128.0,False,False,2,24.6063,2020-05-17,0.0,0,17,city,RN,0,0
89446,Rodolfo Fernandes,2411007.0,2020-05-17,21,4467.0,False,False,1,22.38639,2020-05-17,0.0,0,6,city,RN,0,0
89447,Santa Cruz,2411205.0,2020-05-17,21,39674.0,False,False,19,47.89031,2020-05-17,0.0,0,37,city,RN,0,0
89448,Santa Maria,2409332.0,2020-05-17,21,5551.0,False,False,4,72.05909,2020-05-17,0.0,0,21,city,RN,1,0
89449,Santana do Matos,2411403.0,2020-05-17,21,12791.0,False,False,2,15.63599,2020-05-17,0.0,0,10,city,RN,0,0
89450,Santo Antônio,2411502.0,2020-05-17,21,24136.0,False,False,13,53.86145,2020-05-17,0.0,0,45,city,RN,0,0
89451,Senador Elói de Souza,2413102.0,2020-05-17,21,6086.0,False,False,1,16.43115,2020-05-17,0.0,0,12,city,RN,0,0
89452,Senador Georgino Avelino,2413201.0,2020-05-17,21,4440.0,False,False,2,45.04505,2020-05-17,0.5,1,10,city,RN,0,0
89453,Serra Caiada,2410306.0,2020-05-17,21,10395.0,False,False,2,19.24002,2020-05-17,0.0,0,6,city,RN,0,0
89454,Serra Negra do Norte,2413409.0,2020-05-17,21,8078.0,False,False,2,24.7586,2020-05-17,1.0,2,26,city,RN,0,0
89455,Serra de São Bento,2413300.0,2020-05-17,21,5762.0,False,False,1,17.35509,2020-05-17,0.0,0,32,city,RN,0,0
89456,Serra do Mel,2413359.0,2020-05-17,21,11938.0,False,False,1,8.376610000000001,2020-05-17,0.0,0,20,city,RN,0,0
89457,Severiano Melo,2413607.0,2020-05-17,21,2440.0,False,False,1,40.98361,2020-05-17,0.0,0,4,city,RN,0,0
89458,São Gonçalo do Amarante,2412005.0,2020-05-17,21,102400.0,False,False,92,89.84375,2020-05-17,0.0652,6,51,city,RN,2,0
89459,São José de Mipibu,2412203.0,2020-05-17,21,43899.0,False,False,33,75.17256,2020-05-17,0.0606,2,51,city,RN,0,0
89460,São Miguel,2412500.0,2020-05-17,21,23519.0,False,False,16,68.0301,2020-05-17,0.0,0,31,city,RN,0,0
89461,São Miguel do Gostoso,2412559.0,2020-05-17,21,10282.0,False,False,1,9.72573,2020-05-17,0.0,0,34,city,RN,0,0
89462,São Paulo do Potengi,2412609.0,2020-05-17,21,17579.0,False,False,3,17.065820000000002,2020-05-17,0.0,0,20,city,RN,0,0
89463,São Pedro,2412708.0,2020-05-17,21,5971.0,False,False,1,16.74761,2020-05-17,0.0,0,43,city,RN,0,0
89464,São Rafael,2412807.0,2020-05-17,21,8202.0,False,False,7,85.34504,2020-05-17,0.1429,1,30,city,RN,0,0
89465,São Tomé,2412906.0,2020-05-17,21,11055.0,False,False,6,54.274080000000005,2020-05-17,0.1667,1,16,city,RN,0,0
89466,São Vicente,2413003.0,2020-05-17,21,6424.0,False,False,1,15.566629999999998,2020-05-17,0.0,0,10,city,RN,0,0
89467,Taboleiro Grande,2413805.0,2020-05-17,21,2566.0,False,False,5,194.85581000000002,2020-05-17,0.2,1,17,city,RN,0,0
89468,Taipu,2413904.0,2020-05-17,21,12279.0,False,False,1,8.143989999999999,2020-05-17,1.0,1,43,city,RN,0,0
89469,Tenente Ananias,2414100.0,2020-05-17,21,10786.0,False,False,9,83.4415,2020-05-17,0.2222,2,43,city,RN,0,0
89470,Tenente Laurentino Cruz,2414159.0,2020-05-17,21,5952.0,False,False,1,16.80108,2020-05-17,0.0,0,5,city,RN,0,0
89471,Tibau,2411056.0,2020-05-17,21,4106.0,False,False,9,219.19142999999997,2020-05-17,0.0,0,51,city,RN,0,0
89472,Tibau do Sul,2414209.0,2020-05-17,21,14180.0,False,False,2,14.104370000000001,2020-05-17,0.0,0,4,city,RN,1,0
89473,Touros,2414407.0,2020-05-17,21,33287.0,False,False,9,27.03758,2020-05-17,0.2222,2,31,city,RN,1,1
89474,Umarizal,2414506.0,2020-05-17,21,10555.0,False,False,2,18.94837,2020-05-17,0.0,0,6,city,RN,0,0
89475,Upanema,2414605.0,2020-05-17,21,14659.0,False,False,2,13.6435,2020-05-17,0.0,0,12,city,RN,0,0
89476,Várzea,2414704.0,2020-05-17,21,5500.0,False,False,1,18.181820000000002,2020-05-17,0.0,0,2,city,RN,0,0
92806,Acari,2400109.0,2020-05-18,21,11136.0,False,False,1,8.97989,2020-05-18,0.0,0,36,city,RN,0,0
92807,Afonso Bezerra,2400307.0,2020-05-18,21,11035.0,False,False,5,45.31038,2020-05-18,0.2,1,14,city,RN,2,1
92808,Alexandria,2400505.0,2020-05-18,21,13577.0,False,False,5,36.82699,2020-05-18,0.2,1,28,city,RN,0,0
92809,Almino Afonso,2400604.0,2020-05-18,21,4735.0,False,False,1,21.119320000000002,2020-05-18,0.0,0,7,city,RN,0,0
92810,Alto do Rodrigues,2400703.0,2020-05-18,21,14529.0,False,False,16,110.12458000000001,2020-05-18,0.125,2,31,city,RN,2,1
92811,Angicos,2400802.0,2020-05-18,21,11714.0,False,False,2,17.07359,2020-05-18,0.0,0,5,city,RN,1,0
92812,Antônio Martins,2400901.0,2020-05-18,21,7145.0,False,False,1,13.9958,2020-05-18,0.0,0,8,city,RN,0,0
92813,Apodi,2401008.0,2020-05-18,21,35845.0,False,False,119,331.98494,2020-05-18,0.0168,2,50,city,RN,17,0
92814,Areia Branca,2401107.0,2020-05-18,21,27774.0,False,False,85,306.04162,2020-05-18,0.1059,9,44,city,RN,12,1
92815,Arês,2401206.0,2020-05-18,21,14306.0,False,False,3,20.97022,2020-05-18,0.0,0,24,city,RN,0,0
92816,Açu,2400208.0,2020-05-18,21,58017.0,False,False,80,137.89061999999998,2020-05-18,0.05,4,52,city,RN,9,0
92817,Baraúna,2401453.0,2020-05-18,21,28374.0,False,False,47,165.6446,2020-05-18,0.0426,2,31,city,RN,4,0
92818,Barcelona,2401503.0,2020-05-18,21,3998.0,False,False,1,25.01251,2020-05-18,0.0,0,33,city,RN,0,0
92819,Baía Formosa,2401404.0,2020-05-18,21,9271.0,False,False,3,32.35897,2020-05-18,0.0,0,46,city,RN,0,0
92820,Bento Fernandes,2401602.0,2020-05-18,21,5497.0,False,False,2,36.38348,2020-05-18,0.0,0,31,city,RN,0,0
92821,Bom Jesus,2401701.0,2020-05-18,21,10210.0,False,False,3,29.382959999999997,2020-05-18,0.3333,1,19,city,RN,0,0
92822,Brejinho,2401800.0,2020-05-18,21,12699.0,False,False,2,15.749270000000001,2020-05-18,0.0,0,20,city,RN,1,0
92823,Caicó,2402006.0,2020-05-18,21,67952.0,False,False,14,20.60278,2020-05-18,0.0,0,52,city,RN,0,0
92824,Caiçara do Norte,2401859.0,2020-05-18,21,6549.0,False,False,2,30.539009999999998,2020-05-18,0.0,0,7,city,RN,0,0
92825,Caiçara do Rio do Vento,2401909.0,2020-05-18,21,3684.0,False,False,1,27.144409999999997,2020-05-18,0.0,0,1,city,RN,1,0
92826,Campo Redondo,2402105.0,2020-05-18,21,11217.0,False,False,3,26.74512,2020-05-18,0.0,0,27,city,RN,0,0
92827,Canguaretama,2402204.0,2020-05-18,21,34276.0,False,False,39,113.78223999999999,2020-05-18,0.1795,7,37,city,RN,1,0
92828,Caraúbas,2402303.0,2020-05-18,21,20493.0,False,False,5,24.39858,2020-05-18,0.0,0,46,city,RN,0,0
92829,Carnaubais,2402501.0,2020-05-18,21,10759.0,False,False,2,18.58909,2020-05-18,0.0,0,50,city,RN,0,0
92830,Carnaúba dos Dantas,2402402.0,2020-05-18,21,8180.0,False,False,1,12.22494,2020-05-18,1.0,1,27,city,RN,0,0
92831,Ceará-Mirim,2402600.0,2020-05-18,21,73497.0,False,False,31,42.17859,2020-05-18,0.1613,5,48,city,RN,5,2
92832,Cerro Corá,2402709.0,2020-05-18,21,11179.0,False,False,1,8.94534,2020-05-18,1.0,1,37,city,RN,0,0
92833,Coronel João Pessoa,2402907.0,2020-05-18,21,4912.0,False,False,2,40.716609999999996,2020-05-18,0.5,1,35,city,RN,0,0
92834,Currais Novos,2403103.0,2020-05-18,21,44786.0,False,False,13,29.02693,2020-05-18,0.0,0,36,city,RN,0,0
92835,Encanto,2403301.0,2020-05-18,21,5638.0,False,False,12,212.84142999999997,2020-05-18,0.1667,2,38,city,RN,1,0
92836,Espírito Santo,2403509.0,2020-05-18,21,10505.0,False,False,1,9.51928,2020-05-18,0.0,0,1,city,RN,1,0
92837,Extremoz,2403608.0,2020-05-18,21,28583.0,False,False,51,178.42774,2020-05-18,0.0196,1,46,city,RN,7,0
92838,Felipe Guerra,2403707.0,2020-05-18,21,5985.0,False,False,24,401.00251000000003,2020-05-18,0.0,0,15,city,RN,6,0
92839,Fernando Pedroza,2403756.0,2020-05-18,21,3054.0,False,False,1,32.74394,2020-05-18,0.0,0,27,city,RN,0,0
92840,Florânia,2403806.0,2020-05-18,21,9116.0,False,False,1,10.96972,2020-05-18,0.0,0,1,city,RN,1,0
92841,Frutuoso Gomes,2404002.0,2020-05-18,21,4068.0,False,False,2,49.16421,2020-05-18,0.0,0,1,city,RN,2,0
92842,Galinhos,2404101.0,2020-05-18,21,2786.0,False,False,1,35.89375,2020-05-18,0.0,0,2,city,RN,0,0
92843,Goianinha,2404200.0,2020-05-18,21,26328.0,False,False,8,30.3859,2020-05-18,0.0,0,14,city,RN,0,0
92844,Governador Dix-Sept Rosado,2404309.0,2020-05-18,21,13037.0,False,False,5,38.35238,2020-05-18,0.0,0,7,city,RN,2,0
92845,Grossos,2404408.0,2020-05-18,21,10383.0,False,False,5,48.155640000000005,2020-05-18,0.2,1,15,city,RN,0,0
92846,Guamaré,2404507.0,2020-05-18,21,15659.0,False,False,17,108.56376999999999,2020-05-18,0.0,0,24,city,RN,4,0
92847,Ielmo Marinho,2404606.0,2020-05-18,21,13766.0,False,False,7,50.849920000000004,2020-05-18,0.0,0,30,city,RN,6,0
92849,Ipanguaçu,2404705.0,2020-05-18,21,15491.0,False,False,19,122.65186000000001,2020-05-18,0.2105,4,33,city,RN,1,1
92850,Itajá,2404853.0,2020-05-18,21,7548.0,False,False,4,52.99417,2020-05-18,0.0,0,22,city,RN,0,0
92851,Itaú,2404903.0,2020-05-18,21,5878.0,False,False,12,204.15107,2020-05-18,0.0,0,8,city,RN,0,0
92852,Janduís,2405207.0,2020-05-18,21,5268.0,False,False,1,18.98254,2020-05-18,0.0,0,1,city,RN,1,0
92853,Januário Cicco,2405306.0,2020-05-18,21,10181.0,False,False,2,19.64444,2020-05-18,0.0,0,37,city,RN,1,0
92854,Jardim de Angicos,2405504.0,2020-05-18,21,2612.0,False,False,1,38.28484,2020-05-18,0.0,0,1,city,RN,1,0
92855,Jardim do Seridó,2405702.0,2020-05-18,21,12396.0,False,False,1,8.06712,2020-05-18,0.0,0,7,city,RN,0,0
92856,Jaçanã,2405009.0,2020-05-18,21,9133.0,False,False,3,32.84791,2020-05-18,0.0,0,32,city,RN,0,0
92857,João Câmara,2405801.0,2020-05-18,21,34955.0,False,False,3,8.582460000000001,2020-05-18,0.0,0,26,city,RN,0,0
92858,Jucurutu,2406106.0,2020-05-18,21,18295.0,False,False,2,10.93195,2020-05-18,0.0,0,8,city,RN,1,0
