epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
22,2020-05-28,46,RN,Acari,2400109,city,3,26.93966,0,0,0,0.0,11136,False,True
22,2020-05-28,62,RN,Açu,2400208,city,110,189.5996,0,4,0,0.0364,58017,False,True
22,2020-05-28,24,RN,Afonso Bezerra,2400307,city,7,63.43453,0,1,0,0.1429,11035,False,True
22,2020-05-28,38,RN,Alexandria,2400505,city,5,36.82699,0,1,0,0.2,13577,False,True
22,2020-05-28,17,RN,Almino Afonso,2400604,city,1,21.11932,0,0,0,0.0,4735,False,True
22,2020-05-28,41,RN,Alto do Rodrigues,2400703,city,31,213.36637,0,4,0,0.129,14529,False,True
22,2020-05-28,15,RN,Angicos,2400802,city,3,25.61038,0,0,0,0.0,11714,False,True
22,2020-05-28,18,RN,Antônio Martins,2400901,city,2,27.9916,0,0,0,0.0,7145,False,True
22,2020-05-28,60,RN,Apodi,2401008,city,198,552.3783,0,4,0,0.0202,35845,False,True
22,2020-05-28,54,RN,Areia Branca,2401107,city,146,525.67149,0,15,0,0.1027,27774,False,True
22,2020-05-28,34,RN,Arês,2401206,city,4,27.9603,0,0,0,0.0,14306,False,True
22,2020-05-28,56,RN,Baía Formosa,2401404,city,4,43.14529,0,0,0,0.0,9271,False,True
22,2020-05-28,41,RN,Baraúna,2401453,city,65,229.08296,0,2,0,0.0308,28374,False,True
22,2020-05-28,43,RN,Barcelona,2401503,city,2,50.02501,0,0,0,0.0,3998,False,True
22,2020-05-28,41,RN,Bento Fernandes,2401602,city,2,36.38348,0,0,0,0.0,5497,False,True
22,2020-05-28,29,RN,Bom Jesus,2401701,city,4,39.17728,0,1,0,0.25,10210,False,True
22,2020-05-28,30,RN,Brejinho,2401800,city,4,31.49854,0,0,0,0.0,12699,False,True
22,2020-05-28,17,RN,Caiçara do Norte,2401859,city,5,76.34753,0,0,0,0.0,6549,False,True
22,2020-05-28,11,RN,Caiçara do Rio do Vento,2401909,city,6,162.86645,0,1,0,0.1667,3684,False,True
22,2020-05-28,62,RN,Caicó,2402006,city,29,42.67718,0,1,0,0.0345,67952,False,True
22,2020-05-28,37,RN,Campo Redondo,2402105,city,4,35.66016,0,0,0,0.0,11217,False,True
22,2020-05-28,47,RN,Canguaretama,2402204,city,52,151.70965,0,7,0,0.1346,34276,False,True
22,2020-05-28,56,RN,Caraúbas,2402303,city,19,92.71459,0,0,0,0.0,20493,False,True
22,2020-05-28,37,RN,Carnaúba dos Dantas,2402402,city,2,24.44988,0,1,0,0.5,8180,False,True
22,2020-05-28,60,RN,Carnaubais,2402501,city,9,83.6509,0,0,0,0.0,10759,False,True
22,2020-05-28,58,RN,Ceará Mirim,2402600,city,67,91.16018,0,5,0,0.0746,73497,False,True
22,2020-05-28,47,RN,Cerro Corá,2402709,city,1,8.94534,0,1,0,1.0,11179,False,True
22,2020-05-28,45,RN,Coronel João Pessoa,2402907,city,2,40.71661,0,1,0,0.5,4912,False,True
22,2020-05-28,9,RN,Cruzeta,2403004,city,6,75.01875,0,0,0,0.0,7998,False,True
22,2020-05-28,46,RN,Currais Novos,2403103,city,22,49.12249,0,1,0,0.0455,44786,False,True
22,2020-05-28,9,RN,Doutor Severiano,2403202,city,6,84.79367,0,0,0,0.0,7076,False,True
22,2020-05-28,48,RN,Encanto,2403301,city,13,230.57822,0,2,0,0.1538,5638,False,True
22,2020-05-28,11,RN,Espírito Santo,2403509,city,2,19.03855,0,0,0,0.0,10505,False,True
22,2020-05-28,56,RN,Extremoz,2403608,city,88,307.87531,0,1,0,0.0114,28583,False,True
22,2020-05-28,25,RN,Felipe Guerra,2403707,city,33,551.37845,0,0,0,0.0,5985,False,True
22,2020-05-28,37,RN,Fernando Pedroza,2403756,city,2,65.48788,0,0,0,0.0,3054,False,True
22,2020-05-28,11,RN,Florânia,2403806,city,1,10.96972,0,0,0,0.0,9116,False,True
22,2020-05-28,11,RN,Frutuoso Gomes,2404002,city,4,98.32842,0,0,0,0.0,4068,False,True
22,2020-05-28,12,RN,Galinhos,2404101,city,1,35.89375,0,0,0,0.0,2786,False,True
22,2020-05-28,24,RN,Goianinha,2404200,city,22,83.56123,0,0,0,0.0,26328,False,True
22,2020-05-28,17,RN,Governador Dix Sept Rosado,2404309,city,7,53.69333,0,0,0,0.0,13037,False,True
22,2020-05-28,25,RN,Grossos,2404408,city,10,96.31128,0,1,0,0.1,10383,False,True
22,2020-05-28,34,RN,Guamaré,2404507,city,38,242.67195,0,1,0,0.0263,15659,False,True
22,2020-05-28,40,RN,Ielmo Marinho,2404606,city,11,79.90702,0,1,0,0.0909,13766,False,True
22,2020-05-28,62,RN,Importados/Indefinidos,,city,16,,0,3,0,0.1875,,False,True
22,2020-05-28,43,RN,Ipanguaçu,2404705,city,24,154.92867,0,4,0,0.1667,15491,False,True
22,2020-05-28,10,RN,Ipueira,2404804,city,2,89.24587,0,0,0,0.0,2241,False,True
22,2020-05-28,32,RN,Itajá,2404853,city,10,132.48543,0,1,0,0.1,7548,False,True
22,2020-05-28,18,RN,Itaú,2404903,city,12,204.15107,0,0,0,0.0,5878,False,True
22,2020-05-28,42,RN,Jaçanã,2405009,city,6,65.69583,0,0,0,0.0,9133,False,True
22,2020-05-28,5,RN,Jandaíra,2405108,city,1,14.53911,0,0,0,0.0,6878,False,True
22,2020-05-28,11,RN,Janduís,2405207,city,1,18.98254,0,0,0,0.0,5268,False,True
22,2020-05-28,47,RN,Januário Cicco,2405306,city,2,19.64444,0,0,0,0.0,10181,False,True
22,2020-05-28,11,RN,Jardim de Angicos,2405504,city,1,38.28484,0,0,0,0.0,2612,False,True
22,2020-05-28,17,RN,Jardim do Seridó,2405702,city,4,32.26847,0,0,0,0.0,12396,False,True
22,2020-05-28,36,RN,João Câmara,2405801,city,10,28.60821,0,1,0,0.1,34955,False,True
22,2020-05-28,18,RN,Jucurutu,2406106,city,6,32.79585,0,0,0,0.0,18295,False,True
22,2020-05-28,11,RN,Lagoa d Anta,2406205,city,1,14.77323,0,0,0,0.0,6769,False,True
22,2020-05-28,47,RN,Lagoa de Pedras,2406304,city,3,39.7667,0,1,0,0.3333,7544,False,True
22,2020-05-28,7,RN,Lagoa de Velhos,2406403,city,1,36.60322,0,0,0,0.0,2732,False,True
22,2020-05-28,17,RN,Lagoa Nova,2406502,city,2,12.80902,0,0,0,0.0,15614,False,True
22,2020-05-28,31,RN,Lagoa Salgada,2406601,city,2,24.25713,0,0,0,0.0,8245,False,True
22,2020-05-28,24,RN,Lajes,2406700,city,2,17.73521,0,0,0,0.0,11277,False,True
22,2020-05-28,40,RN,Lajes Pintadas,2406809,city,6,126.07691,0,0,0,0.0,4759,False,True
22,2020-05-28,4,RN,Lucrécia,2406908,city,1,25.02503,0,0,0,0.0,3996,False,True
22,2020-05-28,60,RN,Luís Gomes,2407005,city,1,9.88533,0,0,0,0.0,10116,False,True
22,2020-05-28,62,RN,Macaíba,2407104,city,94,116.34815,0,5,0,0.0532,80792,False,True
22,2020-05-28,21,RN,Macau,2407203,city,26,81.72503,0,0,0,0.0,31814,False,True
22,2020-05-28,16,RN,Martins,2407401,city,2,22.92264,0,0,0,0.0,8725,False,True
22,2020-05-28,27,RN,Maxaranguape,2407500,city,5,40.4171,0,1,0,0.2,12371,False,True
22,2020-05-28,4,RN,Messias Targino,2407609,city,1,21.73441,0,0,0,0.0,4601,False,True
22,2020-05-28,35,RN,Montanhas,2407708,city,8,71.10479,0,1,0,0.125,11251,False,True
22,2020-05-28,62,RN,Monte Alegre,2407807,city,17,75.72046,0,0,0,0.0,22451,False,True
22,2020-05-28,69,RN,Mossoró,2408003,city,907,304.99902,0,45,0,0.0496,297378,False,True
22,2020-05-28,78,RN,Natal,2408102,city,2221,251.20967,0,76,0,0.0342,884122,False,True
22,2020-05-28,46,RN,Nísia Floresta,2408201,city,32,115.93363,0,1,0,0.0312,27602,False,True
22,2020-05-28,31,RN,Nova Cruz,2408300,city,27,72.30271,0,1,0,0.037,37343,False,True
22,2020-05-28,7,RN,Olho d Água do Borges,2408409,city,1,23.4852,0,0,0,0.0,4258,False,True
22,2020-05-28,34,RN,Ouro Branco,2408508,city,1,20.78138,0,0,0,0.0,4812,False,True
22,2020-05-28,16,RN,Paraná,2408607,city,2,47.01457,0,0,0,0.0,4254,False,True
22,2020-05-28,24,RN,Paraú,2408706,city,3,79.61783,0,0,0,0.0,3768,False,True
22,2020-05-28,21,RN,Parazinho,2408805,city,2,38.1898,0,0,0,0.0,5237,False,True
22,2020-05-28,29,RN,Parelhas,2408904,city,5,23.28072,0,0,0,0.0,21477,False,True
22,2020-05-28,70,RN,Parnamirim,2403251,city,491,187.78517,0,9,0,0.0183,261469,False,True
22,2020-05-28,62,RN,Passa e Fica,2409100,city,2,15.06364,0,0,0,0.0,13277,False,True
22,2020-05-28,10,RN,Patu,2409308,city,2,15.68013,0,1,0,0.5,12755,False,True
22,2020-05-28,46,RN,Pau dos Ferros,2409407,city,19,62.51234,0,1,0,0.0526,30394,False,True
22,2020-05-28,26,RN,Pedra Grande,2409506,city,7,216.24961,0,0,0,0.0,3237,False,True
22,2020-05-28,12,RN,Pedro Avelino,2409704,city,3,44.66945,0,0,0,0.0,6716,False,True
22,2020-05-28,24,RN,Pedro Velho,2409803,city,3,20.26206,0,0,0,0.0,14806,False,True
22,2020-05-28,30,RN,Pendências,2409902,city,24,158.63573,0,2,0,0.0833,15129,False,True
22,2020-05-28,28,RN,Pilões,2410009,city,4,104.22095,0,0,0,0.0,3838,False,True
22,2020-05-28,42,RN,Poço Branco,2410108,city,7,45.41621,0,0,0,0.0,15413,False,True
22,2020-05-28,29,RN,Portalegre,2410207,city,3,38.13398,0,0,0,0.0,7867,False,True
22,2020-05-28,26,RN,Porto do Mangue,2410256,city,11,170.88706,0,0,0,0.0,6437,False,True
22,2020-05-28,4,RN,Pureza,2410405,city,2,20.78786,0,0,0,0.0,9621,False,True
22,2020-05-28,28,RN,Riacho da Cruz,2410702,city,6,167.64459,0,1,0,0.1667,3579,False,True
22,2020-05-28,28,RN,Riachuelo,2410900,city,4,49.2126,0,0,0,0.0,8128,False,True
22,2020-05-28,11,RN,Rio do Fogo,2408953,city,9,82.9646,0,0,0,0.0,10848,False,True
22,2020-05-28,17,RN,Rodolfo Fernandes,2411007,city,1,22.38639,0,0,0,0.0,4467,False,True
22,2020-05-28,9,RN,Ruy Barbosa,2411106,city,3,83.33333,0,0,0,0.0,3600,False,True
22,2020-05-28,48,RN,Santa Cruz,2411205,city,35,88.21898,0,0,0,0.0,39674,False,True
22,2020-05-28,32,RN,Santa Maria,2409332,city,4,72.05909,0,0,0,0.0,5551,False,True
22,2020-05-28,21,RN,Santana do Matos,2411403,city,9,70.36197,0,0,0,0.0,12791,False,True
22,2020-05-28,3,RN,Santana do Seridó,2411429,city,1,37.31343,0,0,0,0.0,2680,False,True
22,2020-05-28,56,RN,Santo Antônio,2411502,city,21,87.00696,0,2,0,0.0952,24136,False,True
22,2020-05-28,9,RN,São Bento do Norte,2411601,city,1,36.40335,0,0,0,0.0,2747,False,True
22,2020-05-28,9,RN,São Bento do Trairí,2411700,city,2,44.95392,0,0,0,0.0,4449,False,True
22,2020-05-28,10,RN,São Fernando,2411809,city,1,27.90179,0,0,0,0.0,3584,False,True
22,2020-05-28,62,RN,São Gonçalo do Amarante,2412005,city,182,177.73438,0,13,0,0.0714,102400,False,True
22,2020-05-28,7,RN,São João do Sabugi,2412104,city,1,16.14726,0,0,0,0.0,6193,False,True
22,2020-05-28,62,RN,São José de Mipibu,2412203,city,60,136.67737,0,4,0,0.0667,43899,False,True
22,2020-05-28,42,RN,São Miguel,2412500,city,18,76.53387,0,0,0,0.0,23519,False,True
22,2020-05-28,45,RN,São Miguel do Gostoso,2412559,city,1,9.72573,0,0,0,0.0,10282,False,True
22,2020-05-28,31,RN,São Paulo do Potengi,2412609,city,7,39.82024,0,0,0,0.0,17579,False,True
22,2020-05-28,54,RN,São Pedro,2412708,city,14,234.46659,0,0,0,0.0,5971,False,True
22,2020-05-28,41,RN,São Rafael,2412807,city,12,146.30578,0,1,0,0.0833,8202,False,True
22,2020-05-28,27,RN,São Tomé,2412906,city,15,135.68521,0,1,0,0.0667,11055,False,True
22,2020-05-28,21,RN,São Vicente,2413003,city,1,15.56663,0,0,0,0.0,6424,False,True
22,2020-05-28,23,RN,Senador Elói de Souza,2413102,city,1,16.43115,0,0,0,0.0,6086,False,True
22,2020-05-28,21,RN,Senador Georgino Avelino,2413201,city,2,45.04505,0,1,0,0.5,4440,False,True
22,2020-05-28,17,RN,Serra Caiada,2410306,city,7,67.34007,0,2,0,0.2857,10395,False,True
22,2020-05-28,43,RN,Serra de São Bento,2413300,city,1,17.35509,0,0,0,0.0,5762,False,True
22,2020-05-28,31,RN,Serra do Mel,2413359,city,7,58.63629,0,0,0,0.0,11938,False,True
22,2020-05-28,37,RN,Serra Negra do Norte,2413409,city,4,49.51721,0,2,0,0.5,8078,False,True
22,2020-05-28,7,RN,Serrinha,2413508,city,1,16.05394,0,0,0,0.0,6229,False,True
22,2020-05-28,15,RN,Severiano Melo,2413607,city,1,40.98361,0,0,0,0.0,2440,False,True
22,2020-05-28,28,RN,Taboleiro Grande,2413805,city,5,194.85581,0,1,0,0.2,2566,False,True
22,2020-05-28,54,RN,Taipu,2413904,city,3,24.43196,0,1,0,0.3333,12279,False,True
22,2020-05-28,54,RN,Tenente Ananias,2414100,city,13,120.52661,0,2,0,0.1538,10786,False,True
22,2020-05-28,16,RN,Tenente Laurentino Cruz,2414159,city,3,50.40323,0,0,0,0.0,5952,False,True
22,2020-05-28,62,RN,Tibau,2411056,city,16,389.67365,0,0,0,0.0,4106,False,True
22,2020-05-28,15,RN,Tibau do Sul,2414209,city,4,28.20874,0,0,0,0.0,14180,False,True
22,2020-05-28,42,RN,Touros,2414407,city,44,132.18374,0,2,0,0.0455,33287,False,True
22,2020-05-28,17,RN,Umarizal,2414506,city,3,28.42255,0,0,0,0.0,10555,False,True
22,2020-05-28,23,RN,Upanema,2414605,city,2,13.6435,0,0,0,0.0,14659,False,True
22,2020-05-28,13,RN,Várzea,2414704,city,3,54.54545,0,0,0,0.0,5500,False,True
22,2020-05-28,8,RN,Viçosa,2414902,city,1,58.20722,0,0,0,0.0,1718,False,True
22,2020-05-28,78,RN,,24,state,5630,160.5428,0,242,0,0.043,3506853,False,True
22,2020-05-27,45,RN,Acari,2400109,city,3,26.93966,0,0,0,0.0,11136,False,True
22,2020-05-27,61,RN,Açu,2400208,city,110,189.5996,0,4,0,0.0364,58017,False,True
22,2020-05-27,23,RN,Afonso Bezerra,2400307,city,7,63.43453,0,1,0,0.1429,11035,False,True
22,2020-05-27,37,RN,Alexandria,2400505,city,5,36.82699,0,1,0,0.2,13577,False,True
22,2020-05-27,16,RN,Almino Afonso,2400604,city,1,21.11932,0,0,0,0.0,4735,False,True
22,2020-05-27,40,RN,Alto do Rodrigues,2400703,city,31,213.36637,0,4,0,0.129,14529,False,True
22,2020-05-27,14,RN,Angicos,2400802,city,3,25.61038,0,0,0,0.0,11714,False,True
22,2020-05-27,17,RN,Antônio Martins,2400901,city,2,27.9916,0,0,0,0.0,7145,False,True
22,2020-05-27,59,RN,Apodi,2401008,city,198,552.3783,0,4,0,0.0202,35845,False,True
22,2020-05-27,53,RN,Areia Branca,2401107,city,146,525.67149,0,15,0,0.1027,27774,False,True
22,2020-05-27,33,RN,Arês,2401206,city,4,27.9603,0,0,0,0.0,14306,False,True
22,2020-05-27,55,RN,Baía Formosa,2401404,city,4,43.14529,0,0,0,0.0,9271,False,True
22,2020-05-27,40,RN,Baraúna,2401453,city,65,229.08296,0,2,0,0.0308,28374,False,True
22,2020-05-27,42,RN,Barcelona,2401503,city,2,50.02501,0,0,0,0.0,3998,False,True
22,2020-05-27,40,RN,Bento Fernandes,2401602,city,2,36.38348,0,0,0,0.0,5497,False,True
22,2020-05-27,28,RN,Bom Jesus,2401701,city,4,39.17728,0,1,0,0.25,10210,False,True
22,2020-05-27,29,RN,Brejinho,2401800,city,4,31.49854,0,0,0,0.0,12699,False,True
22,2020-05-27,16,RN,Caiçara do Norte,2401859,city,5,76.34753,0,0,0,0.0,6549,False,True
22,2020-05-27,10,RN,Caiçara do Rio do Vento,2401909,city,6,162.86645,0,1,0,0.1667,3684,False,True
22,2020-05-27,61,RN,Caicó,2402006,city,29,42.67718,0,1,0,0.0345,67952,False,True
22,2020-05-27,36,RN,Campo Redondo,2402105,city,4,35.66016,0,0,0,0.0,11217,False,True
22,2020-05-27,46,RN,Canguaretama,2402204,city,52,151.70965,0,7,0,0.1346,34276,False,True
22,2020-05-27,55,RN,Caraúbas,2402303,city,19,92.71459,0,0,0,0.0,20493,False,True
22,2020-05-27,36,RN,Carnaúba dos Dantas,2402402,city,2,24.44988,0,1,0,0.5,8180,False,True
22,2020-05-27,59,RN,Carnaubais,2402501,city,9,83.6509,0,0,0,0.0,10759,False,True
22,2020-05-27,57,RN,Ceará Mirim,2402600,city,67,91.16018,0,5,0,0.0746,73497,False,True
22,2020-05-27,46,RN,Cerro Corá,2402709,city,1,8.94534,0,1,0,1.0,11179,False,True
22,2020-05-27,44,RN,Coronel João Pessoa,2402907,city,2,40.71661,0,1,0,0.5,4912,False,True
22,2020-05-27,8,RN,Cruzeta,2403004,city,6,75.01875,0,0,0,0.0,7998,False,True
22,2020-05-27,45,RN,Currais Novos,2403103,city,22,49.12249,0,1,0,0.0455,44786,False,True
22,2020-05-27,8,RN,Doutor Severiano,2403202,city,6,84.79367,0,0,0,0.0,7076,False,True
22,2020-05-27,47,RN,Encanto,2403301,city,13,230.57822,0,2,0,0.1538,5638,False,True
22,2020-05-27,10,RN,Espírito Santo,2403509,city,2,19.03855,0,0,0,0.0,10505,False,True
22,2020-05-27,55,RN,Extremoz,2403608,city,88,307.87531,0,1,0,0.0114,28583,False,True
22,2020-05-27,24,RN,Felipe Guerra,2403707,city,33,551.37845,0,0,0,0.0,5985,False,True
22,2020-05-27,36,RN,Fernando Pedroza,2403756,city,2,65.48788,0,0,0,0.0,3054,False,True
22,2020-05-27,10,RN,Florânia,2403806,city,1,10.96972,0,0,0,0.0,9116,False,True
22,2020-05-27,10,RN,Frutuoso Gomes,2404002,city,4,98.32842,0,0,0,0.0,4068,False,True
22,2020-05-27,11,RN,Galinhos,2404101,city,1,35.89375,0,0,0,0.0,2786,False,True
22,2020-05-27,23,RN,Goianinha,2404200,city,22,83.56123,0,0,0,0.0,26328,False,True
22,2020-05-27,16,RN,Governador Dix Sept Rosado,2404309,city,7,53.69333,0,0,0,0.0,13037,False,True
22,2020-05-27,24,RN,Grossos,2404408,city,10,96.31128,0,1,0,0.1,10383,False,True
22,2020-05-27,33,RN,Guamaré,2404507,city,38,242.67195,0,1,0,0.0263,15659,False,True
22,2020-05-27,39,RN,Ielmo Marinho,2404606,city,11,79.90702,0,1,0,0.0909,13766,False,True
22,2020-05-27,61,RN,Importados/Indefinidos,,city,16,,0,3,0,0.1875,,False,True
22,2020-05-27,42,RN,Ipanguaçu,2404705,city,24,154.92867,0,4,0,0.1667,15491,False,True
22,2020-05-27,9,RN,Ipueira,2404804,city,2,89.24587,0,0,0,0.0,2241,False,True
22,2020-05-27,31,RN,Itajá,2404853,city,10,132.48543,0,1,0,0.1,7548,False,True
22,2020-05-27,17,RN,Itaú,2404903,city,12,204.15107,0,0,0,0.0,5878,False,True
22,2020-05-27,41,RN,Jaçanã,2405009,city,6,65.69583,0,0,0,0.0,9133,False,True
22,2020-05-27,4,RN,Jandaíra,2405108,city,1,14.53911,0,0,0,0.0,6878,False,True
22,2020-05-27,10,RN,Janduís,2405207,city,1,18.98254,0,0,0,0.0,5268,False,True
22,2020-05-27,46,RN,Januário Cicco,2405306,city,2,19.64444,0,0,0,0.0,10181,False,True
22,2020-05-27,10,RN,Jardim de Angicos,2405504,city,1,38.28484,0,0,0,0.0,2612,False,True
22,2020-05-27,16,RN,Jardim do Seridó,2405702,city,4,32.26847,0,0,0,0.0,12396,False,True
22,2020-05-27,35,RN,João Câmara,2405801,city,10,28.60821,0,1,0,0.1,34955,False,True
22,2020-05-27,17,RN,Jucurutu,2406106,city,6,32.79585,0,0,0,0.0,18295,False,True
22,2020-05-27,10,RN,Lagoa d Anta,2406205,city,1,14.77323,0,0,0,0.0,6769,False,True
22,2020-05-27,46,RN,Lagoa de Pedras,2406304,city,3,39.7667,0,1,0,0.3333,7544,False,True
22,2020-05-27,6,RN,Lagoa de Velhos,2406403,city,1,36.60322,0,0,0,0.0,2732,False,True
22,2020-05-27,16,RN,Lagoa Nova,2406502,city,2,12.80902,0,0,0,0.0,15614,False,True
22,2020-05-27,30,RN,Lagoa Salgada,2406601,city,2,24.25713,0,0,0,0.0,8245,False,True
22,2020-05-27,23,RN,Lajes,2406700,city,2,17.73521,0,0,0,0.0,11277,False,True
22,2020-05-27,39,RN,Lajes Pintadas,2406809,city,6,126.07691,0,0,0,0.0,4759,False,True
22,2020-05-27,3,RN,Lucrécia,2406908,city,1,25.02503,0,0,0,0.0,3996,False,True
22,2020-05-27,59,RN,Luís Gomes,2407005,city,1,9.88533,0,0,0,0.0,10116,False,True
22,2020-05-27,61,RN,Macaíba,2407104,city,94,116.34815,0,5,0,0.0532,80792,False,True
22,2020-05-27,20,RN,Macau,2407203,city,26,81.72503,0,0,0,0.0,31814,False,True
22,2020-05-27,15,RN,Martins,2407401,city,2,22.92264,0,0,0,0.0,8725,False,True
22,2020-05-27,26,RN,Maxaranguape,2407500,city,5,40.4171,0,1,0,0.2,12371,False,True
22,2020-05-27,3,RN,Messias Targino,2407609,city,1,21.73441,0,0,0,0.0,4601,False,True
22,2020-05-27,34,RN,Montanhas,2407708,city,8,71.10479,0,1,0,0.125,11251,False,True
22,2020-05-27,61,RN,Monte Alegre,2407807,city,17,75.72046,0,0,0,0.0,22451,False,True
22,2020-05-27,68,RN,Mossoró,2408003,city,907,304.99902,0,45,0,0.0496,297378,False,True
22,2020-05-27,77,RN,Natal,2408102,city,2221,251.20967,0,76,0,0.0342,884122,False,True
22,2020-05-27,45,RN,Nísia Floresta,2408201,city,32,115.93363,0,1,0,0.0312,27602,False,True
22,2020-05-27,30,RN,Nova Cruz,2408300,city,27,72.30271,0,1,0,0.037,37343,False,True
22,2020-05-27,6,RN,Olho d Água do Borges,2408409,city,1,23.4852,0,0,0,0.0,4258,False,True
22,2020-05-27,33,RN,Ouro Branco,2408508,city,1,20.78138,0,0,0,0.0,4812,False,True
22,2020-05-27,15,RN,Paraná,2408607,city,2,47.01457,0,0,0,0.0,4254,False,True
22,2020-05-27,23,RN,Paraú,2408706,city,3,79.61783,0,0,0,0.0,3768,False,True
22,2020-05-27,20,RN,Parazinho,2408805,city,2,38.1898,0,0,0,0.0,5237,False,True
22,2020-05-27,28,RN,Parelhas,2408904,city,5,23.28072,0,0,0,0.0,21477,False,True
22,2020-05-27,69,RN,Parnamirim,2403251,city,491,187.78517,0,9,0,0.0183,261469,False,True
22,2020-05-27,61,RN,Passa e Fica,2409100,city,2,15.06364,0,0,0,0.0,13277,False,True
22,2020-05-27,9,RN,Patu,2409308,city,2,15.68013,0,1,0,0.5,12755,False,True
22,2020-05-27,45,RN,Pau dos Ferros,2409407,city,19,62.51234,0,1,0,0.0526,30394,False,True
22,2020-05-27,25,RN,Pedra Grande,2409506,city,7,216.24961,0,0,0,0.0,3237,False,True
22,2020-05-27,11,RN,Pedro Avelino,2409704,city,3,44.66945,0,0,0,0.0,6716,False,True
22,2020-05-27,23,RN,Pedro Velho,2409803,city,3,20.26206,0,0,0,0.0,14806,False,True
22,2020-05-27,29,RN,Pendências,2409902,city,24,158.63573,0,2,0,0.0833,15129,False,True
22,2020-05-27,27,RN,Pilões,2410009,city,4,104.22095,0,0,0,0.0,3838,False,True
22,2020-05-27,41,RN,Poço Branco,2410108,city,7,45.41621,0,0,0,0.0,15413,False,True
22,2020-05-27,28,RN,Portalegre,2410207,city,3,38.13398,0,0,0,0.0,7867,False,True
22,2020-05-27,25,RN,Porto do Mangue,2410256,city,11,170.88706,0,0,0,0.0,6437,False,True
22,2020-05-27,3,RN,Pureza,2410405,city,2,20.78786,0,0,0,0.0,9621,False,True
22,2020-05-27,27,RN,Riacho da Cruz,2410702,city,6,167.64459,0,1,0,0.1667,3579,False,True
22,2020-05-27,27,RN,Riachuelo,2410900,city,4,49.2126,0,0,0,0.0,8128,False,True
22,2020-05-27,10,RN,Rio do Fogo,2408953,city,9,82.9646,0,0,0,0.0,10848,False,True
22,2020-05-27,16,RN,Rodolfo Fernandes,2411007,city,1,22.38639,0,0,0,0.0,4467,False,True
22,2020-05-27,8,RN,Ruy Barbosa,2411106,city,3,83.33333,0,0,0,0.0,3600,False,True
22,2020-05-27,47,RN,Santa Cruz,2411205,city,35,88.21898,0,0,0,0.0,39674,False,True
22,2020-05-27,31,RN,Santa Maria,2409332,city,4,72.05909,0,0,0,0.0,5551,False,True
22,2020-05-27,20,RN,Santana do Matos,2411403,city,9,70.36197,0,0,0,0.0,12791,False,True
22,2020-05-27,2,RN,Santana do Seridó,2411429,city,1,37.31343,0,0,0,0.0,2680,False,True
22,2020-05-27,55,RN,Santo Antônio,2411502,city,21,87.00696,0,2,0,0.0952,24136,False,True
22,2020-05-27,8,RN,São Bento do Norte,2411601,city,1,36.40335,0,0,0,0.0,2747,False,True
22,2020-05-27,8,RN,São Bento do Trairí,2411700,city,2,44.95392,0,0,0,0.0,4449,False,True
22,2020-05-27,9,RN,São Fernando,2411809,city,1,27.90179,0,0,0,0.0,3584,False,True
22,2020-05-27,61,RN,São Gonçalo do Amarante,2412005,city,182,177.73438,0,13,0,0.0714,102400,False,True
22,2020-05-27,6,RN,São João do Sabugi,2412104,city,1,16.14726,0,0,0,0.0,6193,False,True
22,2020-05-27,61,RN,São José de Mipibu,2412203,city,60,136.67737,0,4,0,0.0667,43899,False,True
22,2020-05-27,41,RN,São Miguel,2412500,city,18,76.53387,0,0,0,0.0,23519,False,True
22,2020-05-27,44,RN,São Miguel do Gostoso,2412559,city,1,9.72573,0,0,0,0.0,10282,False,True
22,2020-05-27,30,RN,São Paulo do Potengi,2412609,city,7,39.82024,0,0,0,0.0,17579,False,True
22,2020-05-27,53,RN,São Pedro,2412708,city,14,234.46659,0,0,0,0.0,5971,False,True
22,2020-05-27,40,RN,São Rafael,2412807,city,12,146.30578,0,1,0,0.0833,8202,False,True
22,2020-05-27,26,RN,São Tomé,2412906,city,15,135.68521,0,1,0,0.0667,11055,False,True
22,2020-05-27,20,RN,São Vicente,2413003,city,1,15.56663,0,0,0,0.0,6424,False,True
22,2020-05-27,22,RN,Senador Elói de Souza,2413102,city,1,16.43115,0,0,0,0.0,6086,False,True
22,2020-05-27,20,RN,Senador Georgino Avelino,2413201,city,2,45.04505,0,1,0,0.5,4440,False,True
22,2020-05-27,16,RN,Serra Caiada,2410306,city,7,67.34007,0,2,0,0.2857,10395,False,True
22,2020-05-27,42,RN,Serra de São Bento,2413300,city,1,17.35509,0,0,0,0.0,5762,False,True
22,2020-05-27,30,RN,Serra do Mel,2413359,city,7,58.63629,0,0,0,0.0,11938,False,True
22,2020-05-27,36,RN,Serra Negra do Norte,2413409,city,4,49.51721,0,2,0,0.5,8078,False,True
22,2020-05-27,6,RN,Serrinha,2413508,city,1,16.05394,0,0,0,0.0,6229,False,True
22,2020-05-27,14,RN,Severiano Melo,2413607,city,1,40.98361,0,0,0,0.0,2440,False,True
22,2020-05-27,27,RN,Taboleiro Grande,2413805,city,5,194.85581,0,1,0,0.2,2566,False,True
